Player,Year,Games Played,Win Share
Feron Hunt,2022,2,0.0
Chandler Hutchison,2022,103,1.2
Wes Iwundu,2022,226,4.4
Josh Jackson,2022,291,-1.8
B.J. Johnson,2022,21,0.1
David Johnson,2022,2,0.0
Joe Johnson,2022,1277,83.0
Tyler Johnson,2022,354,16.6
Jemerrio Jones,2022,8,0.30000000000000004
Georgios Kalaitzakis,2022,13,-0.1
George King,2022,416,31.299999999999997
Brandon Knight,2022,451,11.700000000000001
Arnoldas Kulboka,2022,2,0.0
Jeremy Lamb,2022,573,26.700000000000003
Jake Layman,2022,243,3.8000000000000007
Scottie Lewis,2022,2,0.0
Didi Louzada,2022,12,-0.1
Gabriel Lundberg,2022,4,0.0
Timothé Luwawu-Cabarrot,2022,328,4.7
Kelan Martin,2022,96,0.6000000000000001
Dakota Mathias,2022,14,0.2
Cameron McGriff,2022,3,0.1
Alfonzo McKinnie,2022,182,3.1
JaQuori McLaughlin,2022,4,0.0
Ben McLemore,2022,556,9.0
C.J. Miles,2022,849,29.999999999999996
Paul Millsap,2022,1085,95.20000000000002
Greg Monroe,2022,646,50.5
Matt Mooney,2022,5,0.0
Juwan Morgan,2022,52,0.7
Jaylen Morris,2022,13,-0.1
Emmanuel Mudiay,2022,302,-0.10000000000000009
Mychal Mulder,2022,84,1.1
Ade Murkey,2022,1,0.0
Abdel Nader,2022,202,2.8
RJ Nembhard Jr.,2022,14,0.0
Malik Newman,2022,2,0.0
David Nwaba,2022,237,8.000000000000002
Semi Ojeleye,2022,284,5.2
Cameron Oliver,2022,6,0.4
Miye Oni,2022,80,1.0
Daniel Oturu,2022,33,0.4
Jaysean Paige,2022,1,-0.1
Trayvon Palmer,2022,1,0.0
Kevin Pangos,2022,24,0.1
Jabari Parker,2022,310,13.700000000000001
Eric Paschall,2022,158,5.0
Elfrid Payton,2022,500,15.7
Norvel Pelle,2022,40,0.5
Reggie Perry,2022,36,0.4
Jamorko Pickett,2022,13,0.1
Yves Pons,2022,12,0.0
Myles Powell,2022,11,-0.1
Justin Robinson,2022,43,-0.3
Rajon Rondo,2022,957,61.7
Tomáš Satoranský,2022,388,17.900000000000002
Tre Scott,2022,2,0.0
Wayne Selden,2022,127,0.1
Deividas Sirvydis,2022,23,-0.1
Tony Snell,2022,601,18.400000000000002
Cassius Stanley,2022,33,0.0
Nik Stauskas,2022,343,3.9000000000000004
Lance Stephenson,2022,554,17.5
Craig Sword,2022,3,0.1
Keifer Sykes,2022,32,-0.5
Emanuel Terry,2022,6,0.0
Tyrell Terry,2022,13,-0.1
Jon Teske,2022,3,0.0
Brodric Thomas,2022,44,0.2
Matt Thomas,2022,126,2.0
Killian Tillie,2022,54,0.8
Rayjon Tucker,2022,39,0.8
Denzel Valentine,2022,256,4.5
M.J. Walker,2022,2,0.0
Tyrone Wallace,2022,112,0.09999999999999987
Derrick Walton,2022,45,0.8
Brad Wanamaker,2022,191,5.300000000000001
Tremont Waters,2022,40,0.10000000000000003
Paul Watson,2022,46,0.8
Quinndary Weatherspoon,2022,42,0.20000000000000004
Hassan Whiteside,2022,511,52.099999999999994
Lou Williams,2022,1123,65.8
Cassius Winston,2022,29,0.1
Robert Woodard II,2022,25,-0.1
Moses Wright,2022,4,0.1
Jaylen Adams,2021,41,0.0
Ty-Shon Alexander,2021,15,0.0
Al-Farouq Aminu,2021,711,27.700000000000003
Kostas Antetokounmpo,2021,22,-0.2
Dwayne Bacon,2021,207,0.7999999999999999
Aron Baynes,2021,522,20.1
Tyler Bey,2021,18,0.0
Jordan Bone,2021,24,0.1
Brian Bowen,2021,12,-0.1
Amida Brimah,2021,5,0.0
Elijah Bryant,2021,1,0.0
Bruno Caboclo,2021,105,1.5
Quinn Cook,2021,188,4.1
Nate Darling,2021,7,0.0
Jared Dudley,2021,904,42.8
Henry Ellenson,2021,83,0.3
Cristiano Felício,2021,252,9.0
Terrance Ferguson,2021,204,4.3999999999999995
Yogi Ferrell,2021,259,7.7
Robert Franks,2021,7,0.3
Marc Gasol,2021,891,85.40000000000002
Donta Hall,2021,22,1.2000000000000002
Josh Hall,2021,21,-0.9
Jalen Harris,2021,13,0.3
Rondae Hollis-Jefferson,2021,305,12.799999999999999
Ersan İlyasova,2021,825,48.8
Justin James,2021,72,0.2
Mike James,2021,644,22.7
Rodions Kurucs,2021,131,2.3000000000000003
T.J. Leaf,2021,146,2.7
Jalen Lecque,2021,9,-0.1
Will Magnay,2021,1,0.0
Thon Maker,2021,263,6.6
Karim Mané,2021,10,-0.1
Nico Mannion,2021,30,0.2
Jeremiah Martin,2021,18,0.10000000000000003
Frank Mason III,2021,103,1.2
Patrick McCaw,2021,199,4.3
Sean McDermott,2021,18,0.2
Nicolò Melli,2021,105,2.4
Darius Miller,2021,271,6.4
Adam Mokoka,2021,25,0.1
E'Twaun Moore,2021,598,14.8
James Nunnally,2021,37,0.0
Jahlil Okafor,2021,247,7.1
Anžejs Pasečņiks,2021,28,0.4
Patrick Patterson,2021,719,31.699999999999996
Justin Patton,2021,22,0.4
Vincent Poirier,2021,32,0.19999999999999998
Chasson Randle,2021,119,1.2999999999999998
JJ Redick,2021,940,63.7
Cameron Reynolds,2021,24,0.4
Grant Riller,2021,7,0.1
Andre Roberson,2021,307,12.600000000000001
Glenn Robinson III,2021,304,7.899999999999999
JaKarr Sampson,2021,236,3.5
Mike Scott,2021,555,16.9
Iman Shumpert,2021,461,12.9
Alen Smailagić,2021,29,0.2
Ray Spalding,2021,16,0.1
Jeff Teague,2021,826,52.50000000000001
Khyri Thomas,2021,39,0.5
Sindarius Thornwell,2021,160,1.1
Anthony Tolliver,2021,730,25.999999999999996
Axel Toupane,2021,33,0.5
Anderson Varejão,2021,632,46.5
Greg Whittington,2021,4,-0.1
Kyle Alexander,2020,2,0.0
Kadeem Allen,2020,47,1.0
Ryan Anderson,2020,649,46.900000000000006
J.J. Barea,2020,831,23.8
Marco Belinelli,2020,860,30.499999999999996
Dragan Bender,2020,187,0.6000000000000001
Jonah Bolden,2020,51,1.4
Ky Bowman,2020,45,-0.1
Corey Brewer,2020,819,22.400000000000002
Ryan Broekhoff,2020,59,1.2000000000000002
DeMarre Carroll,2020,578,29.500000000000004
Vince Carter,2020,1541,125.40000000000002
Tyson Chandler,2020,1160,102.20000000000002
Wilson Chandler,2020,676,28.9
Joe Chealey,2020,5,-0.1
Chris Clemons,2020,33,0.4
Antonius Cleveland,2020,28,-0.1
Allen Crabbe,2020,381,13.800000000000002
Jamal Crawford,2020,1327,60.800000000000004
Troy Daniels,2020,339,5.1
Jacob Evans,2020,59,-0.6
Michael Frazier,2020,13,-0.2
Treveon Graham,2020,180,2.9
Jerian Grant,2020,279,8.3
Josh Gray,2020,7,-0.30000000000000004
Marko Gudurić,2020,44,0.1
Devon Hall,2020,11,-0.2
Dusty Hannahs,2020,4,-0.1
John Henson,2020,445,20.7
Dewan Hernandez,2020,6,0.0
Kevin Hervey,2020,10,-0.1
Mario Hezonja,2020,330,3.1999999999999997
William Howard,2020,2,-0.1
Amile Jefferson,2020,30,0.4
Stanton Kidd,2020,4,-0.1
Michael Kidd-Gilchrist,2020,446,21.0
Kyle Korver,2020,1232,73.5
Skal Labissière,2020,148,4.3999999999999995
Vic Law,2020,8,-0.1
Courtney Lee,2020,811,39.3
Daryl Macon,2020,12,0.0
J.P. Macura,2020,3,0.0
Josh Magette,2020,26,0.30000000000000004
Ian Mahinmi,2020,618,25.999999999999996
Luc Mbah a Moute,2020,689,26.0
Jordan McRae,2020,123,1.7999999999999998
Eric Mika,2020,1,0.1
Malcolm Miller,2020,53,0.7
Naz Mitrou-Long,2020,20,0.0
Johnathan Motley,2020,46,0.8999999999999999
Džanan Musa,2020,49,0.1
Shabazz Napier,2020,345,8.1
Joakim Noah,2020,672,61.9
Zach Norvell,2020,5,-0.1
Kyle O'Quinn,2020,472,17.9
Elie Okobo,2020,108,0.5
Tariq Owens,2020,3,0.0
Jeremy Pargo,2020,86,-0.8
Chandler Parsons,2020,440,29.0
Shamorie Ponds,2020,4,0.1
Josh Reaves,2020,4,0.0
Thabo Sefolosha,2020,869,39.300000000000004
Marial Shayok,2020,4,-0.1
J.R. Smith,2020,977,46.30000000000001
Zhaire Smith,2020,13,0.0
Omari Spellman,2020,95,2.4
Caleb Swanigan,2020,75,-0.2
Lance Thomas,2020,399,5.5
Allonzo Trier,2020,88,1.4
Evan Turner,2020,705,20.2
Jarrod Uthoff,2020,16,0.2
Dion Waiters,2020,419,8.7
Johnathan Williams,2020,39,1.4
Marvin Williams,2020,1072,65.0
Nigel Williams-Goss,2020,10,0.0
Justin Wright-Foreman,2020,4,0.0
Tyler Zeller,2020,414,17.0
Ante Žižić,2020,113,3.5
Álex Abrines,2019,174,4.9
Quincy Acy,2019,337,8.6
Deng Adel,2019,19,-0.2
DeVaughn Akoon-Purcell,2019,7,0.0
Rawle Alkins,2019,10,-0.1
Ike Anigbogu,2019,14,0.0
Ron Baker,2019,96,0.30000000000000004
Wade Baldwin,2019,56,-0.3
Jerryd Bayless,2019,586,18.8
Michael Beasley,2019,609,15.6
Dairis Bertāns,2019,12,-0.2
Antonio Blakeney,2019,76,-0.5
Jaron Blossomgame,2019,27,0.3
Andrew Bogut,2019,706,50.5
Isaiah Briscoe,2019,39,0.3
MarShon Brooks,2019,200,3.3
Lorenzo Brown,2019,103,-0.1
José Calderón,2019,895,58.3
Isaiah Canaan,2019,235,4.199999999999999
Omri Casspi,2019,588,19.6
Troy Caupain,2019,4,0.1
Tyler Cavanaugh,2019,50,1.2
Ian Clark,2019,330,4.300000000000001
Bonzie Colson,2019,8,0.2
Mitch Creek,2019,5,0.2
Dante Cunningham,2019,715,24.699999999999996
Deyonta Davis,2019,107,3.6
Tyler Davis,2019,1,0.0
Ángel Delgado,2019,2,0.0
Luol Deng,2019,902,74.1
Marcus Derrickson,2019,11,0.2
Trevon Duval,2019,3,0.1
Vince Edwards,2019,2,0.0
Jawun Evans,2019,56,-0.4
Tyreke Evans,2019,594,28.4
Kenneth Faried,2019,478,38.699999999999996
Raymond Felton,2019,971,40.3
Jimmer Fredette,2019,241,2.2
Channing Frye,2019,890,38.9
Billy Garrett,2019,4,0.0
Pau Gasol,2019,1226,143.9
Marcin Gortat,2019,806,61.3
Donte Grantham,2019,3,0.0
Gerald Green,2019,658,18.500000000000004
Daniel Hamilton,2019,25,0.0
Devin Harris,2019,985,54.9
Andrew Harrison,2019,145,3.2
Isaiah Hicks,2019,21,0.1
Nenê,2019,965,73.19999999999999
John Holland,2019,25,-0.2
Isaac Humphries,2019,5,-0.1
R.J. Hunter,2019,45,0.4
Andre Ingram,2019,6,0.1
Demetrius Jackson,2019,26,0.2
John Jenkins,2019,171,2.9
Jonas Jerebko,2019,635,25.799999999999997
Amir Johnson,2019,870,55.30000000000001
Wesley Johnson,2019,609,10.700000000000001
Jalen Jones,2019,32,0.4
Terrence Jones,2019,234,14.7
Kosta Koufos,2019,686,28.2
Walt Lemon Jr.,2019,11,0.0
Jon Leuer,2019,377,13.1
Jeremy Lin,2019,480,23.400000000000002
Shaun Livingston,2019,833,29.900000000000002
Zach Lofton,2019,1,0.0
Jordan Loyd,2019,12,0.2
Kalin Lucas,2019,2,0.0
Tyler Lydon,2019,26,0.2
Scott Machado,2019,10,0.0
Shelvin Mack,2019,456,10.299999999999997
Jarell Martin,2019,184,3.2
Yante Maten,2019,2,0.0
Tahjere McCall,2019,1,0.0
Jodie Meeks,2019,539,24.199999999999996
Salah Mejri,2019,204,8.100000000000001
Nikola Mirotić,2019,319,20.900000000000002
Eric Moreland,2019,83,2.3
Donatas Motiejūnas,2019,251,7.2
Dirk Nowitzki,2019,1522,206.4
Zaza Pachulia,2019,1098,52.599999999999994
Tony Parker,2019,1254,111.19999999999999
Miles Plumlee,2019,346,10.7
Quincy Pondexter,2019,355,9.7
Alex Poythress,2019,52,0.8999999999999999
Zhou Qi,2019,19,-0.3
Ivan Rabb,2019,85,3.3
Malachi Richardson,2019,70,-0.1
Devin Robinson,2019,8,0.3
Brandon Sampson,2019,14,0.0
Jordan Sibert,2019,1,0.0
Jonathon Simmons,2019,258,6.199999999999999
Jason Smith,2019,616,14.1
D.J. Stephens,2019,4,0.0
Miloš Teodosić,2019,60,1.2999999999999998
Jared Terrell,2019,14,-0.3
Ekpe Udoh,2019,384,10.6
Tyler Ulis,2019,133,0.49999999999999994
Dwyane Wade,2019,1054,120.7
Julian Washburn,2019,18,0.1
Thomas Welsh,2019,11,0.1
Okaro White,2019,44,0.8
Alan Williams,2019,67,2.5000000000000004
C.J. Williams,2019,53,0.7999999999999999
Troy Williams,2019,72,1.3
Guerschon Yabusele,2019,74,1.1
Nick Young,2019,720,18.699999999999996
Arron Afflalo,2018,762,33.6
Cole Aldrich,2018,339,9.599999999999998
Tony Allen,2018,820,38.900000000000006
Darrell Arthur,2018,503,12.5
Jamel Artis,2018,15,0.0
Ömer Aşık,2018,471,20.8
Luke Babbitt,2018,381,7.1000000000000005
Jabari Bird,2018,13,0.2
Tarik Black,2018,220,7.699999999999999
Vander Blue,2018,10,-0.4
Joel Bolomboy,2018,18,0.30000000000000004
Trevor Booker,2018,532,26.1
Aaron Brooks,2018,645,19.2
Anthony Brown,2018,41,-0.3
Bobby Brown,2018,158,-1.2
Markel Brown,2018,113,1.1
Nicolás Brussino,2018,58,0.6
Dwight Buycks,2018,49,0.30000000000000004
Mario Chalmers,2018,646,32.3
Gian Clavell,2018,7,0.1
Kyle Collinsworth,2018,32,0.5
Nick Collison,2018,910,44.4
Charles Cooke,2018,13,-0.2
Jack Cooley,2018,23,0.5
Matt Costello,2018,4,0.1
Jordan Crawford,2018,281,6.300000000000001
Malcolm Delaney,2018,127,1.1
Milton Doyle,2018,10,-0.1
Larry Drew II,2018,22,-0.5
Jarell Eddie,2018,34,0.2
Tyler Ennis,2018,186,1.3
Jeremy Evans,2018,250,8.1
Kay Felder,2018,58,-0.4
Marcus Georges-Hunt,2018,47,0.30000000000000004
Jonathan Gibson,2018,21,0.1
Manu Ginóbili,2018,1057,106.5
Aaron Harrison,2018,35,-0.2
Nigel Hayes,2018,9,-0.1
Reggie Hearn,2018,3,0.0
Myke Henry,2018,20,0.1
Darrun Hilliard,2018,91,0.3
Josh Huestis,2018,76,0.7
Vince Hunter,2018,4,0.0
Jarrett Jack,2018,867,36.9
Aaron Jackson,2018,1,0.0
Al Jefferson,2018,915,71.0
Richard Jefferson,2018,1181,83.2
Brandon Jennings,2018,555,29.9
Brice Johnson,2018,21,0.2
Dakari Johnson,2018,31,0.6
Omari Johnson,2018,4,0.1
Sean Kilpatrick,2018,157,2.6
Mindaugas Kuzminskas,2018,69,1.2
Shane Larkin,2018,256,4.4
Joffrey Lauvergne,2018,208,5.199999999999999
DeAndre Liggins,2018,177,1.6
Mangok Mathiang,2018,4,0.1
James Michael McAdoo,2018,111,2.4000000000000004
Erik McCree,2018,4,-0.1
Chris McCullough,2018,59,0.6000000000000001
Trey McKinney-Jones,2018,1,0.0
Josh McRoberts,2018,433,18.5
Jordan Mickey,2018,64,0.5
Luis Montero,2018,14,-0.30000000000000004
Ben Moore,2018,2,0.0
Timofey Mozgov,2018,454,17.800000000000004
Shabazz Muhammad,2018,278,8.400000000000002
Xavier Munford,2018,20,0.0
Jameer Nelson,2018,878,48.3
Lucas Nogueira,2018,141,6.000000000000001
Johnny O'Bryant,2018,147,0.19999999999999996
Emeka Okafor,2018,616,45.3
Chinanu Onuaku,2018,6,0.0
Marcus Paige,2018,5,0.0
Georgios Papagiannis,2018,39,0.4
Brandon Paul,2018,64,0.5
Adreian Payne,2018,107,-0.6
Kendrick Perkins,2018,782,27.8
London Perrantes,2018,14,-0.1
Alec Peters,2018,20,0.3
Marshall Plumlee,2018,29,0.4
Jacob Pullen,2018,3,0.0
Rodney Purvis,2018,16,-0.3
Tim Quarterman,2018,19,-0.1
Zach Randolph,2018,1116,81.29999999999998
Xavier Rathan-Mayes,2018,5,-0.4
Willie Reed,2018,152,6.3
Ramon Sessions,2018,691,28.8
Xavier Silas,2018,4,-0.1
Kyle Singler,2018,356,10.100000000000001
Josh Smith,2018,894,51.199999999999996
Marreese Speights,2018,705,25.8
David Stockton,2018,6,0.1
Julyan Stone,2018,70,1.0
Isaiah Taylor,2018,71,0.6
Marquis Teague,2018,91,-0.8999999999999999
Mirza Teletović,2018,324,8.799999999999999
Jason Terry,2018,1410,102.0
Rashad Vaughn,2018,139,-0.6000000000000001
Jameel Warney,2018,3,0.1
Travis Wear,2018,68,-0.09999999999999998
James Webb III,2018,10,-0.1
Briante Weber,2018,45,0.7
David West,2018,1034,86.0
Andrew White,2018,15,-0.1
Isaiah Whitehead,2018,89,-0.9
Jacob Wiley,2018,5,0.1
Damien Wilkins,2018,582,12.099999999999998
Derrick Williams,2018,428,14.200000000000001
Matt Williams,2018,3,0.0
Jamil Wilson,2018,15,0.5
Jeff Withey,2018,206,6.699999999999999
Nate Wolters,2018,84,0.8999999999999999
Brandan Wright,2018,428,26.2
James Young,2018,95,0.8
Joe Young,2018,127,0.30000000000000004
Paul Zipser,2018,98,-0.09999999999999998
Alexis Ajinça,2017,293,7.600000000000001
Lavoy Allen,2017,388,13.799999999999999
Chris Andersen,2017,695,39.8
Alan Anderson,2017,330,7.2
Joel Anthony,2017,490,15.5
Leandro Barbosa,2017,850,37.3
Matt Barnes,2017,929,43.0
Brandon Bass,2017,758,42.9
Anthony Bennett,2017,151,0.4999999999999999
Ben Bentil,2017,3,-0.1
Rakeem Christmas,2017,30,0.5
Semaj Christon,2017,64,0.1
Norris Cole,2017,360,3.0
Boris Diaw,2017,1064,51.5
Toney Douglas,2017,394,12.3
Mike Dunleavy,2017,1424,74.60000000000001
Monta Ellis,2017,833,42.1
Jordan Farmar,2017,504,13.8
Randy Foye,2017,752,23.5
Patricio Garino,2017,5,-0.2
Michael Gbinije,2017,9,-0.1
Alonzo Gee,2017,417,9.6
Archie Goodwin,2017,165,1.2
Justin Hamilton,2017,113,3.7
A.J. Hammons,2017,22,0.0
Justin Harper,2017,22,-0.4
Manny Harris,2017,93,0.09999999999999998
Spencer Hawes,2017,684,22.6
Gerald Henderson,2017,1406,50.3
Roy Hibbert,2017,662,35.7
Jordan Hill,2017,409,16.5
Marcelo Huertas,2017,76,-0.2
Kris Humphries,2017,800,30.299999999999997
Pierre Jackson,2017,8,0.0
Dahntay Jones,2017,624,9.899999999999999
James Jones,2017,709,25.1
Ryan Kelly,2017,163,3.1
Nicolás Laprovíttola,2017,18,0.2
Ty Lawson,2017,551,42.10000000000001
David Lee,2017,829,75.90000000000002
Shawn Long,2017,18,0.9
John Lucas III,2017,242,3.4000000000000004
Sheldon Mac,2017,30,0.5
K.J. McDaniels,2017,148,1.2999999999999998
Mike Miller,2017,1032,60.699999999999996
Elijah Millsap,2017,69,0.4
Anthony Morrow,2017,564,23.1
Maurice Ndour,2017,32,0.4
Gary Neal,2017,352,10.8
Andrew Nicholson,2017,285,3.9000000000000004
Steve Novak,2017,467,14.600000000000001
Daniel Ochefu,2017,19,0.0
Arinze Onuaku,2017,19,0.3
Lamar Patterson,2017,40,0.1
Paul Pierce,2017,1343,150.2
Ronnie Price,2017,544,3.8
Brian Roberts,2017,314,7.4
Thomas Robinson,2017,313,4.5
Sergio Rodríguez,2017,353,4.3
Damjan Rudež,2017,146,1.5
Brandon Rush,2017,481,11.200000000000001
Larry Sanders,2017,238,10.3
Luis Scola,2017,743,45.7
Kevin Séraphin,2017,423,5.8999999999999995
Tiago Splitter,2017,355,25.2
Jarnell Stokes,2017,28,0.7
Diamond Stone,2017,7,-0.1
Rodney Stuckey,2017,651,28.6
Jared Sullinger,2017,269,15.3
Edy Tavares,2017,13,0.30000000000000004
Hollis Thompson,2017,265,6.5
Marcus Thornton,2017,483,19.900000000000002
Mike Tobey,2017,2,0.0
Beno Udrih,2017,831,31.400000000000002
Greivis Vásquez,2017,401,12.7
Sasha Vujačić,2017,581,15.9
C.J. Watson,2017,600,24.0
C.J. Wilcox,2017,66,0.09999999999999998
Deron Williams,2017,845,77.4
Reggie Williams,2017,805,32.49999999999999
Kyle Wiltjer,2017,14,0.0
Metta World Peace,2017,991,61.1
Stephen Zimmerman,2017,19,0.0
Jordan Adams,2016,32,0.4
Cliff Alexander,2016,8,0.0
Lou Amundson,2016,428,6.8999999999999995
James Anderson,2016,247,3.3
Keith Appling,2016,5,-0.1
Jeff Ayres,2016,237,6.3999999999999995
Cameron Bairstow,2016,36,-0.1
Andrea Bargnani,2016,550,18.8
DeJuan Blair,2016,424,19.0
Steve Blake,2016,870,29.000000000000004
Matt Bonner,2016,792,38.6
Chris Bosh,2016,893,105.99999999999999
Elton Brand,2016,1058,109.69999999999997
Kobe Bryant,2016,1346,172.60000000000002
Chase Budinger,2016,407,13.799999999999999
Caron Butler,2016,881,50.89999999999999
Rasual Butler,2016,809,20.900000000000002
Coty Clarke,2016,3,0.0
Chris Copeland,2016,171,2.9000000000000004
Bryce Cotton,2016,23,0.1
Jared Cunningham,2016,84,0.2
Branden Dawson,2016,6,0.0
Bryce Dejean-Jones,2016,14,0.2
Duje Dukan,2016,1,0.0
Tim Duncan,2016,1392,206.3
Cleanthony Early,2016,56,-0.6000000000000001
Festus Ezeli,2016,170,5.9
Kevin Garnett,2016,1462,191.50000000000006
Drew Gooden,2016,790,44.0
Andrew Goudelock,2016,49,0.1
Erick Green,2016,52,0.1
Jorge Gutiérrez,2016,47,0.8
P.J. Hairston,2016,111,0.8999999999999999
Jordan Hamilton,2016,151,3.0
Tyler Hansbrough,2016,428,20.2
Chuck Hayes,2016,644,28.699999999999996
J.J. Hickson,2016,534,21.8
Kirk Hinrich,2016,879,52.50000000000001
Ryan Hollins,2016,518,10.499999999999998
Damien Inglis,2016,20,-0.1
Cory Jefferson,2016,58,0.9
Chris Johnson,2016,218,4.9
Orlando Johnson,2016,103,1.4
Chris Kaman,2016,735,24.700000000000003
Sergey Karasev,2016,95,0.9
Sasha Kaun,2016,25,0.2
Carl Landry,2016,513,35.800000000000004
Devyn Marble,2016,44,-0.2
Kendall Marshall,2016,160,1.0000000000000002
Kevin Martin,2016,714,61.300000000000004
O.J. Mayo,2016,547,21.9
Ray McCallum,2016,154,2.1
Mitch McGary,2016,52,1.3
Andre Miller,2016,1304,100.89999999999999
Nazr Mohammed,2016,1005,34.3
J.J. O'Brien,2016,2,0.0
Kostas Papanikolaou,2016,69,0.4
Nikola Peković,2016,271,18.8
Tibor Pleiß,2016,12,-0.1
Phil Pressey,2016,148,0.8
Pablo Prigioni,2016,270,10.399999999999999
Tayshaun Prince,2016,1017,62.99999999999999
Nate Robinson,2016,618,27.9
Robert Sacre,2016,189,2.4
Henry Sims,2016,135,4.6
Donald Sloan,2016,218,4.1
Greg Smith,2016,673,27.8
Russ Smith,2016,27,-0.2
Alex Stepheson,2016,8,0.1
Amar'e Stoudemire,2016,846,92.5
Jason Thompson,2016,588,23.8
Charlie Villanueva,2016,656,22.5
Sonny Weems,2016,183,0.10000000000000003
Shayne Whittington,2016,27,0.4
Elliot Williams,2016,109,0.7
Mo Williams,2016,818,40.10000000000001
Tony Wroten,2016,145,-1.2999999999999998
Jeff Adrien,2015,153,4.3999999999999995
Furkan Aldemir,2015,41,1.4
Pero Antić,2015,113,2.9
Earl Barron,2015,140,-0.7
Jerrelle Benimon,2015,2,0.0
Sim Bhullar,2015,3,0.0
Carlos Boozer,2015,861,80.20000000000002
Jabari Brown,2015,19,0.4
Shannon Brown,2015,408,9.299999999999999
Will Bynum,2015,360,6.8999999999999995
Nick Calathes,2015,129,2.6
Will Cherry,2015,8,0.0
Patrick Christopher,2015,4,-0.1
Earl Clark,2015,261,2.8
Victor Claver,2015,80,0.20000000000000004
Samuel Dalembert,2015,886,51.4
Gigi Datome,2015,55,0.30000000000000004
Brandon Davies,2015,78,0.30000000000000004
Glen Davis,2015,514,18.6
Andre Dawkins,2015,4,-0.1
Austin Daye,2015,293,4.5
Joey Dorsey,2015,130,2.8000000000000003
Chris Douglas-Roberts,2015,222,5.3999999999999995
Zoran Dragić,2015,16,-0.1
Reggie Evans,2015,809,27.300000000000004
Landry Fields,2015,255,10.5
Jamaal Franklin,2015,24,0.0
Joel Freeland,2015,151,3.2
Francisco García,2015,549,18.3
Ben Gordon,2015,744,33.4
Drew Gordon,2015,9,-0.1
Danny Granger,2015,586,48.5
Willie Green,2015,731,13.000000000000002
Brendan Haywood,2015,816,43.8
Xavier Henry,2015,185,0.6000000000000001
Lester Hudson,2015,57,0.30000000000000004
Robbie Hummel,2015,98,1.9000000000000001
Bernard James,2015,92,1.7999999999999998
Grant Jerrett,2015,8,-0.1
Nick Johnson,2015,28,-0.1
Perry Jones,2015,143,1.7
Jerome Jordan,2015,65,1.7
Andrei Kirilenko,2015,797,75.39999999999999
Alex Kirk,2015,5,0.0
Ognjen Kuzmić,2015,37,0.3
Ricky Ledo,2015,28,-0.6
Malcolm Lee,2015,36,0.5
Shawn Marion,2015,1163,124.99999999999999
Cartier Martin,2015,243,3.8
Kenyon Martin,2015,757,48.400000000000006
Jason Maxiell,2015,618,20.3
Jerel McNeal,2015,6,-0.1
Gal Mekel,2015,35,-0.6000000000000001
Quincy Miller,2015,69,-0.1
Darius Morris,2015,132,-0.4
Toure' Murry,2015,56,-0.1
Jannero Pargo,2015,499,4.8999999999999995
A.J. Price,2015,261,4.7
Miroslav Raduljica,2015,53,1.1
Shavlik Randolph,2015,146,2.3
Glen Rice Jr.,2015,16,-0.2
Jason Richardson,2015,857,59.10000000000001
Luke Ridnour,2015,830,36.1
John Salmons,2015,895,33.9
Alexey Shved,2015,182,3.2
Greg Stiemsma,2015,203,6.0
Jeff Taylor,2015,188,1.0999999999999999
Sebastian Telfair,2015,564,4.8999999999999995
Malcolm Thomas,2015,40,0.1
Tyrus Thomas,2015,402,12.900000000000002
Ronny Turiaf,2015,473,19.3
Hedo Türkoğlu,2015,997,63.300000000000004
Henry Walker,2015,181,4.9
Gerald Wallace,2015,832,59.5
David Wear,2015,2,0.0
Martell Webster,2015,580,24.7
Shawne Williams,2015,314,6.8
Dorell Wright,2015,549,25.999999999999996
Ray Allen,2014,1300,145.20000000000002
Hilton Armstrong,2014,292,3.9000000000000004
Gustavo Ayón,2014,135,5.1
Chris Babb,2014,14,0.0
Shane Battier,2014,977,75.7
Andris Biedriņš,2014,516,30.799999999999997
Chauncey Billups,2014,1043,120.69999999999997
Andray Blatche,2014,564,19.300000000000004
Keith Bogans,2014,671,20.500000000000004
Ronnie Brewer,2014,502,30.400000000000002
Andrew Bynum,2014,418,37.400000000000006
Josh Childress,2014,391,25.799999999999997
Dionte Christmas,2014,31,0.3
Jason Collins,2014,735,20.2
Nando De Colo,2014,119,2.3
Shane Edwards,2014,2,0.0
Melvin Ely,2014,375,3.8
Vítor Luiz Faverani,2014,37,0.3
Carrick Felix,2014,7,0.0
Derek Fisher,2014,1287,62.300000000000004
Diante Garrett,2014,90,-1.0
Ryan Gomes,2014,487,19.3
Aaron Gray,2014,318,6.1
Josh Harrellson,2014,75,2.0999999999999996
Al Harrington,2014,981,42.6
Elias Harris,2014,2,0.0
Mike Harris,2014,54,0.9
Royal Ivey,2014,492,4.6
Stephen Jackson,2014,858,35.99999999999999
Damion James,2014,39,-0.1
Antawn Jamison,2014,1083,87.9
Othyus Jeffers,2014,37,0.8999999999999999
Darius Johnson-Odom,2014,7,-0.30000000000000004
Solomon Jones,2014,281,5.0
Viacheslav Kravtsov,2014,45,0.4
Doron Lamb,2014,100,0.09999999999999998
Rashard Lewis,2014,1049,90.89999999999999
Roger Mason,2014,518,12.9
Eric Maynor,2014,267,3.3
Tony Mitchell,2014,24,0.30000000000000004
Arnett Moultrie,2014,59,1.7
Byron Mullens,2014,189,0.5000000000000001
