Player,Year,Games Played,Win Share
Matt Maloney,2003,295,9.5
Danny Manning,2003,883,55.099999999999994
Donny Marshall,2003,119,0.8
Anthony Mason,2003,882,88.5
Chris Mills,2003,568,37.7
Dean Oliver,2003,35,-0.2
Chris Owens,2003,1,0.0
Olumide Oyedeji,2003,93,1.1
Lavor Postell,2003,61,-0.30000000000000004
Igor Rakočević,2003,42,0.1
Don Reid,2003,403,13.6
Efthimios Rentzias,2003,35,0.2
Antoine Rigaudeau,2003,11,-0.4
David Robinson,2003,987,178.8
Guy Rucker,2003,3,0.0
Arvydas Sabonis,2003,470,47.1
Soumaila Samake,2003,47,0.30000000000000004
Pepe Sánchez,2003,38,0.3
Jeryl Sasser,2003,82,0.7000000000000001
Kenny Satterfield,2003,75,-1.2
Predrag Savović,2003,27,-0.2
Brian Shaw,2003,943,23.599999999999998
Reggie Slater,2003,259,5.2
John Stockton,2003,1504,207.6
Mark Strickland,2003,281,7.1000000000000005
Óscar Torres,2003,82,1.1
Jay Williams,2003,75,0.8
Monty Williams,2003,456,11.500000000000002
Walt Williams,2003,708,34.0
Rubén Wolkowyski,2003,41,-0.1
Vincent Yarbrough,2003,59,1.0
Victor Alexander,2002,286,8.8
Nick Anderson,2002,800,55.300000000000004
Greg Anthony,2002,757,35.800000000000004
Isaac Austin,2002,432,9.100000000000001
William Avery,2002,142,-0.9
Erick Barkley,2002,27,0.1
Mookie Blaylock,2002,889,71.8
Cal Bowdler,2002,142,1.7
Ira Bowman,2002,17,0.2
Terrell Brandon,2002,724,65.9
Chucky Brown,2002,694,19.000000000000004
Ernest Brown,2002,3,-0.2
Jud Buechler,2002,720,16.5
Matt Bullard,2002,615,16.799999999999997
Joe Crispin,2002,21,0.4
Vonteego Cummings,2002,199,2.1
Dell Curry,2002,1083,41.4
Vinny Del Negro,2002,771,40.50000000000001
Isaac Fontaine,2002,6,-0.2
Antonis Fotsis,2002,28,0.1
Dean Garrett,2002,359,14.1
Chris Gatling,2002,700,32.1
Matt Geiger,2002,552,28.4
Steve Goodrich,2002,21,-0.2
Tang Hamilton,2002,9,0.2
Cedric Henderson,2002,268,3.4
Jaren Jackson,2002,431,11.5
Tim James,2002,43,-0.1
Harold Jamison,2002,37,0.5
Alvin Jones,2002,23,0.1
Trajan Langdon,2002,119,2.9
Felipe López,2002,249,3.0999999999999996
Sam Mack,2002,259,7.3
Dan Majerle,2002,955,78.4
George McCloud,2002,766,24.700000000000003
Derrick McKey,2002,937,61.699999999999996
Sam Mitchell,2002,994,41.7
Eric Montross,2002,465,8.6
Hanno Möttölä,2002,155,0.9
Tyrone Nesby,2002,255,7.6
Johnny Newman,2002,1159,50.1
Hakeem Olajuwon,2002,1238,162.6
Mike Penberthy,2002,56,1.7000000000000002
Elliot Perry,2002,549,14.000000000000002
Terry Porter,2002,1274,110.39999999999999
Brent Price,2002,418,12.1
Eldridge Recasner,2002,296,8.9
Norm Richardson,2002,11,0.0
Mitch Richmond,2002,976,79.3
Isaiah Rider,2002,563,22.899999999999995
Larry Robinson,2002,89,0.9
Carlos Rogers,2002,298,11.0
Shawnelle Scott,2002,105,1.3
Dickey Simpkins,2002,327,4.800000000000001
Felton Spencer,2002,640,21.099999999999998
John Starks,2002,866,49.99999999999999
Bryant Stith,2002,586,29.500000000000004
Ratko Varda,2002,1,0.0
Mahmoud Abdul-Rauf,2001,586,25.1
David Benoit,2001,492,16.7
Muggsy Bogues,2001,889,54.099999999999994
Etdrick Bohannon,2001,26,0.1
Scott Burrell,2001,383,16.4
Chris Carr,2001,297,3.9
Duane Causwell,2001,541,15.8
Cedric Ceballos,2001,609,40.199999999999996
John Coker,2001,25,0.1
Sean Colson,2001,13,-0.1
Tyrone Corbin,2001,1065,56.5
Bill Curley,2001,147,1.5999999999999999
Kornél Dávid,2001,109,2.4
Terry Davis,2001,480,12.100000000000001
Todd Day,2001,483,17.5
Sherman Douglas,2001,765,32.9
Tyus Edney,2001,226,6.699999999999999
Kevin Edwards,2001,604,12.600000000000001
Khalid El-Amin,2001,50,0.6
Mario Elie,2001,732,48.800000000000004
Sean Elliott,2001,742,55.6
Pervis Ellison,2001,474,21.9
Jamie Feick,2001,201,8.299999999999999
Todd Fuller,2001,225,2.2
Rubén Garcés,2001,13,0.0
Chris Garner,2001,46,-0.8
Gary Grant,2001,552,12.1
A.C. Green,2001,1278,99.4
Tom Hammonds,2001,687,14.800000000000002
Ron Harper,2001,1009,65.8
Hersey Hawkins,2001,983,90.69999999999999
Michael Hawkins,2001,75,0.2
Chris Herren,2001,70,0.5
Sam Jacobson,2001,68,1.1
Larry Johnson,2001,711,69.60000000000001
Garth Joseph,2001,4,-0.1
Adam Keefe,2001,617,24.900000000000002
Jerome Kersey,2001,1153,69.6
Lari Ketner,2001,25,-0.1
Gerard King,2001,126,3.0
Luc Longley,2001,567,17.5
Don MacLean,2001,319,9.3
Vernon Maxwell,2001,855,27.500000000000004
Dan McClintock,2001,6,0.0
Jim McIlvaine,2001,401,9.4
Roshown McLeod,2001,113,0.3
Paul McPherson,2001,55,0.9
Terry Mills,2001,678,33.4
Chris Mullin,2001,986,93.1
Billy Owens,2001,600,28.599999999999994
Andy Panko,2001,1,0.0
Will Perdue,2001,792,26.4
Sam Perkins,2001,1286,105.3
Chris Porter,2001,51,0.2
Bryant Reeves,2001,395,13.0
J.R. Reid,2001,672,22.500000000000004
Terrance Roberson,2001,3,-0.1
Jamal Robinson,2001,6,-0.2
James Robinson,2001,381,5.7
Detlef Schrempf,2001,1136,109.49999999999999
Michael Smith,2001,590,24.8
Mike Smith,2001,17,-0.1
Tony Smith,2001,457,6.7
Derek Strong,2001,456,18.5
Žan Tabak,2001,247,2.4000000000000004
Dragan Tarlać,2001,43,-0.2
Jamel Thomas,2001,12,-0.30000000000000004
Otis Thorpe,2001,1257,106.6
David Vanterpool,2001,22,0.0
Loy Vaught,2001,689,35.6
Doug West,2001,676,17.8
David Wingate,2001,740,11.799999999999999
Chris Anstey,2000,155,2.8
B.J. Armstrong,2000,747,45.10000000000001
Anthony Avent,2000,352,0.4000000000000002
Toby Bailey,2000,73,1.0
Charles Barkley,2000,1073,177.1
Drew Barry,2000,60,0.6000000000000001
Benoit Benjamin,2000,807,32.6
Mario Bennett,2000,68,1.9
Lazaro Borrell,2000,17,0.3
A.J. Bramlett,2000,8,-0.2
Marcus Brown,2000,27,0.30000000000000004
Michael Cage,2000,1140,74.4
Antoine Carr,2000,987,42.1
John Celestand,2000,16,-0.1
Rex Chapman,2000,666,24.8
Pete Chilcutt,2000,584,10.7
Keith Closs,2000,130,1.9
Marty Conlon,2000,379,8.9
Terry Cummings,2000,1183,91.30000000000001
Ben Davis,2000,40,0.2
Mark Davis,2000,263,2.8999999999999995
Dale Ellis,2000,1209,84.6
Tony Farmer,2000,101,3.3
Kiwane Lemorris Garris,2000,31,-0.2
Armen Gilliam,2000,929,58.099999999999994
Devin Gray,2000,27,0.09999999999999998
Thomas Hamilton,2000,33,-0.3
Mark Hendrickson,2000,114,2.1
Derek Hood,2000,2,-0.1
Jeff Hornacek,2000,1077,108.9
Rick Hughes,2000,21,0.1
Randell Jackson,2000,28,-0.1
DeMarco Johnson,2000,5,-0.1
Kevin Johnson,2000,735,93.0
Charles Jones,2000,1012,29.099999999999998
Reggie Jordan,2000,186,3.0999999999999996
Joe Kleine,2000,965,19.099999999999998
Andrew Lang,2000,737,28.499999999999996
Antonio Lang,2000,143,1.5999999999999999
Tim Legler,2000,310,12.0
Jason Miskiri,2000,1,0.0
Eric Murdock,2000,508,25.6
Gheorghe Mureșan,2000,307,18.900000000000002
Andrae Patterson,2000,40,0.7999999999999999
Chuck Person,2000,943,38.79999999999999
Bobby Phills,2000,467,27.099999999999994
Khalid Reeves,2000,277,8.4
Rodrick Rhodes,2000,72,-1.7
Stanley Roberts,2000,300,8.1
Ryan Robertson,2000,1,0.0
Dennis Rodman,2000,911,89.8
Roy Rogers,2000,137,1.7
John Salley,2000,748,41.5
Dennis Scott,2000,629,33.4
Malik Sealy,2000,493,17.1
Rik Smits,2000,867,56.49999999999999
Ryan Stack,2000,43,0.30000000000000004
Joe Stephens,2000,22,-0.1
Johnny Taylor,2000,54,0.1
Mirsad Türkcan,2000,17,0.0
Wayne Turner,2000,3,-0.1
Fred Vinson,2000,13,-0.2
Rex Walters,2000,335,6.500000000000001
Bill Wennington,2000,720,17.599999999999998
Mark West,2000,1090,41.9
Lorenzo Williams,2000,253,7.3
Dedric Willoughby,2000,25,0.4
Haywoode Workman,2000,359,10.7
Tim Young,2000,25,0.2
Peter Aluma,1999,2,0.0
Keith Askins,1999,486,14.5
Thurl Bailey,1999,928,45.0
Mark Baker,1999,1,-0.1
Corey Beck,1999,88,0.5000000000000001
Keith Booth,1999,45,-0.8
Gerald Brown,1999,33,-0.3
Willie Burton,1999,316,9.0
Cory Carr,1999,42,-1.2
James Cotton,1999,19,0.0
William Cunningham,1999,23,-0.1
Terry Dehere,1999,402,7.3
Bison Dele,1999,413,22.6
Joe Dumars,1999,1018,86.2
Blue Edwards,1999,704,24.2
Brian Evans,1999,102,1.7000000000000002
Duane Ferrell,1999,583,15.600000000000001
Marlon Garnett,1999,24,0.0
Andrew Gaze,1999,26,0.1
Harvey Grant,1999,783,36.400000000000006
Ed Gray,1999,60,0.10000000000000009
Litterial Green,1999,148,1.6
Derek Harper,1999,1199,86.80000000000001
J.R. Henderson,1999,30,-0.2
Steve Henson,1999,238,3.6000000000000005
Carl Herrera,1999,465,8.899999999999999
Jerald Honeycutt,1999,54,0.19999999999999998
Eddie Johnson,1999,1874,106.5
Adonis Jordan,1999,10,-0.1
Jonathan Kerner,1999,1,0.0
Chris King,1999,103,1.0
Negele Knight,1999,276,4.1000000000000005
Mark Macon,1999,251,0.09999999999999998
Rick Mahorn,1999,1117,51.599999999999994
Lee Mayberry,1999,496,7.8
Kelly McCarty,1999,2,0.0
Loren Meyer,1999,140,0.5000000000000001
Marko Milič,1999,44,0.19999999999999998
Greg Minor,1999,277,8.2
Chris Morris,1999,747,37.3
Makhtar N'Diaye,1999,4,0.0
Charles O'Bannon,1999,48,0.5
Jimmy Oliver,1999,78,0.30000000000000004
Shawn Respert,1999,172,2.1
Pooh Richardson,1999,639,26.799999999999997
Eric Riley,1999,186,2.5
Jason Sasser,1999,14,0.0
Danny Schayes,1999,1138,48.60000000000001
Dwayne Schintzius,1999,217,0.8999999999999999
Rony Seikaly,1999,678,37.3
Charles Shackleford,1999,303,7.3999999999999995
Casey Shaw,1999,9,-0.1
Jeff Sheppard,1999,18,0.3
Miles Simon,1999,5,-0.1
Alvin Sims,1999,4,-0.1
David Vaughn,1999,118,0.6000000000000001
Stojko Vranković,1999,170,1.3
Eric Washington,1999,104,0.0
Jamie Watson,1999,102,1.2000000000000002
DeJuan Wheat,1999,80,0.5
Tyson Wheeler,1999,1,0.1
Dominique Wilkins,1999,1074,117.69999999999999
Gerald Wilkins,1999,900,33.900000000000006
Herb Williams,1999,1102,36.1
Hot Rod Williams,1999,887,70.6
Jayson Williams,1999,475,20.000000000000004
Micheal Williams,1999,413,28.499999999999996
Travis Williams,1999,47,0.5
Trevor Winter,1999,1,0.0
Joe Wolf,1999,592,3.4999999999999996
Korleone Young,1999,3,0.1
Greg Anderson,1998,680,18.6
Vincent Askew,1998,467,22.2
Anthony Bowie,1998,461,12.2
Tim Breaux,1998,102,-0.2
Scott Brooks,1998,680,23.4
Adrian Caldwell,1998,197,1.0
Tom Chambers,1998,1107,78.99999999999999
James Collins,1998,23,0.0
Lloyd Daniels,1998,200,3.2
Yinka Dare,1998,110,-0.7
Clyde Drexler,1998,1086,135.6
Tony Dumas,1998,156,1.3
Ledell Eackles,1998,441,10.700000000000001
Harold Ellis,1998,145,4.6
Reggie Geary,1998,101,0.6
Greg Graham,1998,207,1.4000000000000001
Jeff Grayer,1998,438,9.0
Derek Grimm,1998,9,0.0
Jack Haley,1998,341,2.9
Reggie Hanson,1998,8,0.0
Sean Higgins,1998,220,0.5
Stephen Howard,1998,120,1.6
Bobby Hurley,1998,269,-1.2
Henry James,1998,212,3.6
Dontae' Jones,1998,15,-0.3
Tim Kempton,1998,280,3.3
Priest Lauderdale,1998,74,-0.8
Jason Lawson,1998,17,0.5
Alton Lister,1998,953,36.6
Horacio Llamas,1998,28,-0.1
Brad Lohaus,1998,656,15.200000000000003
Gerald Madkins,1998,48,0.4
Bob McCann,1998,178,2.1
Xavier McDaniel,1998,870,47.9
Michael McDonald,1998,1,-0.1
Nate McMillan,1998,796,50.199999999999996
Lawrence Moten,1998,119,0.09999999999999998
Martin Müürsepp,1998,83,2.0
Pete Myers,1998,377,5.7
Ivano Newbill,1998,134,1.1
Jeff Nordgaard,1998,13,0.0
Brian Oliver,1998,118,-0.49999999999999994
Ricky Pierce,1998,969,72.10000000000001
Mark Price,1998,722,71.1
Chris Robinson,1998,76,-0.09999999999999998
Donald Royal,1998,504,19.1
Clifford Rozier,1998,173,3.9000000000000004
Kevin Salvadori,1998,39,-0.2
Shea Seals,1998,4,-0.1
God Shammgod,1998,20,-0.1
Kebu Stewart,1998,15,0.2
Ed Stokes,1998,4,0.0
Carl Thomas,1998,63,0.7
Brooks Thompson,1998,168,2.0
Spud Webb,1998,814,40.2
Bubba Wells,1998,39,0.1
Donald Whiteside,1998,30,0.1
Buck Williams,1998,1307,120.10000000000001
Dontonio Wingfield,1998,114,1.7000000000000002
Sharone Wright,1998,203,1.4
George Zídek,1998,135,0.8999999999999999
Rafael Addison,1997,379,4.9
Jerome Allen,1997,117,0.10000000000000003
Derrick Alston,1997,139,2.5999999999999996
Ashraf Amaya,1997,85,1.9000000000000001
Willie Anderson,1997,555,28.0
Elmer Bennett,1997,21,-0.30000000000000004
Dexter Boney,1997,8,0.0
Melvin Booker,1997,32,-0.1
Donnie Boyce,1997,30,-0.3
Mark Bradtke,1997,36,0.2
Frank Brickowski,1997,731,30.0
Mike Brown,1997,626,15.799999999999999
Jimmy Carruth,1997,4,0.0
Randolph Childress,1997,51,-0.2
Joe Courtney,1997,96,0.4
Earl Cureton,1997,674,14.5
Sasha Danilović,1997,75,4.3
Dell Demps,1997,20,0.2
Greg Dreiling,1997,474,4.2
Nate Driggers,1997,15,-0.2
Kevin Duckworth,1997,684,24.900000000000002
Acie Earl,1997,193,0.3
Craig Ehlo,1997,873,41.10000000000001
Matt Fish,1997,50,0.6000000000000001
Kevin Gamble,1997,649,33.3
Evric Gray,1997,5,-0.1
Steve Hamer,1997,35,0.2
Darrin Hancock,1997,133,1.1
Chris Jent,1997,6,0.2
Frankie King,1997,13,0.0
Jimmy King,1997,64,0.0
Stacey King,1997,438,10.9
Larry Krystkowiak,1997,420,15.7
Eric Leckner,1997,449,6.2
Martin Lewis,1997,25,0.1
John Long,1997,893,32.1
Rich Manning,1997,55,-0.30000000000000004
Šarūnas Marčiulionis,1997,363,20.1
Cuonzo Martin,1997,7,-0.1
Eric Mobley,1997,113,1.1
Tracy Moore,1997,119,1.7999999999999998
Ruben Nembhard,1997,10,0.2
Gaylon Nickerson,1997,4,0.1
Ken Norman,1997,646,27.1
Ed O'Bannon,1997,128,1.1
Ray Owes,1997,57,0.4
Robert Parish,1997,1611,147.0
Ed Pinckney,1997,793,42.7
Dino Radja,1997,224,14.200000000000001
Fred Roberts,1997,818,26.3
Rumeal Robinson,1997,336,5.1
Lou Roe,1997,66,0.0
Steve Scheffler,1997,174,3.0
Brent Scott,1997,16,0.0
Byron Scott,1997,1073,75.30000000000001
James Scott,1997,8,-0.1
Lionel Simmons,1997,454,16.9
Kenny Smith,1997,737,46.900000000000006
Stevin Smith,1997,8,-0.1
Elmore Spencer,1997,157,5.551115123125783e-17
Matt Steigenga,1997,2,0.0
Larry Stewart,1997,270,9.8
Brett Szabo,1997,70,0.4
LaSalle Thompson,1997,985,35.0
Sedale Threatt,1997,951,48.1
Wayman Tisdale,1997,840,45.60000000000001
Keith Tower,1997,53,0.0
Robert Werdann,1997,47,0.1
Ennis Whatley,1997,385,9.5
David Wood,1997,412,10.1
Aleksandar Djordjevic,1997,8,0.1
Michael Adams,1996,653,47.00000000000001
Steve Bardo,1996,33,-0.09999999999999998
Anthony Bonner,1996,318,10.599999999999998
Marques Bragg,1996,53,0.1
Junior Burrough,1996,61,-0.2
Robert Churchwell,1996,4,-0.1
Charles Claxton,1996,3,0.0
Anthony Cook,1996,116,1.1
Rastko Cvetković,1996,14,-0.1
Richard Dumas,1996,102,4.5
Doug Edwards,1996,85,0.30000000000000004
James Edwards,1996,1168,59.8
LeRon Ellis,1996,91,1.3
Vincenzo Esposito,1996,30,-0.6
Vern Fleming,1996,893,52.099999999999994
Sherell Ford,1996,28,0.4
Kenny Gattison,1996,494,17.0
Gerald Glass,1996,201,1.8
Ron Grandison,1996,105,1.1
Greg Grant,1996,274,1.4999999999999998
Geert Hammink,1996,8,0.0
Alvin Heggs,1996,4,0.1
Donald Hodge,1996,249,1.8000000000000003
Byron Houston,1996,214,3.9000000000000004
Darryl Johnson,1996,11,0.0
Magic Johnson,1996,906,155.70000000000002
Randolph Keys,1996,241,2.3
Jon Koncak,1996,784,29.099999999999998
Cedric Lewis,1996,3,0.1
Jeff Malone,1996,905,54.2
Clint McDaniel,1996,12,0.2
Harold Miner,1996,200,4.2
Todd Mundt,1996,33,0.1
Howard Nathan,1996,5,-0.1
Dan O'Sullivan,1996,45,0.2
Mike Peplowski,1996,68,1.0
Tim Perry,1996,481,14.5
Kevin Pritchard,1996,94,0.4000000000000001
Terrence Rencher,1996,36,-0.2
Jerry Reynolds,1996,443,10.4
Doc Rivers,1996,864,68.2
Alvin Robertson,1996,779,52.199999999999996
Trevor Ruffin,1996,110,1.3
Stefano Rusconi,1996,7,-0.1
Scott Skiles,1996,600,30.6
Doug Smith,1996,296,3.0
Greg Sutton,1996,168,0.9
Larry Sykes,1996,1,0.0
Bob Thornton,1996,283,1.2
Andy Toolson,1996,60,0.6
Jeff Turner,1996,612,8.899999999999999
Logan Vander Velden,1996,15,-0.1
Jeff Webster,1996,11,0.0
Dwayne Whitfield,1996,8,0.0
Trevor Wilson,1996,103,0.8
Randy Woods,1996,151,0.7000000000000001
Alaa Abdelnaby,1995,256,4.800000000000001
Danny Ainge,1995,1042,71.5
John Battle,1995,612,17.8
Sergei Bazarevich,1995,10,0.2
Tony Bennett,1995,152,1.6
James Blackwell,1995,13,0.2
Manute Bol,1995,624,12.200000000000001
Walter Bond,1995,153,0.5999999999999999
Sam Bowie,1995,511,26.8
Tony Campbell,1995,690,20.599999999999998
Bill Cartwright,1995,963,72.8
Steve Colter,1995,526,17.4
Lester Conner,1995,687,28.400000000000002
Corey Crowder,1995,58,0.30000000000000004
Johnny Dawkins,1995,541,21.8
Tony Dawson,1995,6,0.0
James Donaldson,1995,957,62.1
Pat Durham,1995,64,0.7
Jo Jo English,1995,50,0.0
Sleepy Floyd,1995,957,50.6
Alphonso Ford,1995,11,-0.30000000000000004
Corey Gaines,1995,80,1.1
Winston Garland,1995,511,14.2
Tate George,1995,177,1.4
Andrés Guibert,1995,22,-0.30000000000000004
Jerome Harmon,1995,10,0.0
Tony Harris,1995,14,0.10000000000000003
Rod Higgins,1995,779,37.699999999999996
Tom Hovasse,1995,2,0.0
Jay Humphries,1995,788,44.99999999999999
Keith Jennings,1995,164,7.699999999999999
Askia Jones,1995,11,-0.1
Rich King,1995,72,0.2
Greg Kite,1995,680,5.699999999999998
Doug Lee,1995,73,0.8
Jim Les,1995,321,8.1
Cliff Levingston,1995,830,44.199999999999996
Ryan Lorthridge,1995,37,0.4
Moses Malone,1995,1329,167.1
Bob Martin,1995,54,0.3
Darnell Mee,1995,40,-0.1
Dwayne Morton,1995,41,0.2
Julius Nwosu,1995,23,0.0
Derrick Phelps,1995,3,0.0
Kurt Rambis,1995,880,38.39999999999999
Mark Randall,1995,127,1.0
Tree Rollins,1995,1156,63.699999999999996
Aaron Swinson,1995,9,0.0
Roy Tarpley,1995,280,19.8
Tom Tolbert,1995,312,6.6
Anthony Tucker,1995,62,0.6
Henry Turner,1995,66,0.4
B.J. Tyler,1995,55,-0.7
Kenny Walker,1995,448,17.8
Morlon Wiley,1995,295,2.7000000000000006
John Williams,1995,435,19.9
Danny Young,1995,574,20.1
Mark Aguirre,1994,923,68.00000000000001
Gary Alexander,1994,11,0.0
Eric Anderson,1994,27,0.2
Ron Anderson,1994,664,24.2
John Bagley,1994,665,16.6
Rolando Blackman,1994,980,75.8
Randy Breuer,1994,681,21.000000000000004
Kevin Brooks,1994,126,-0.1
Evers Burns,1994,23,0.1
Ben Coleman,1994,227,5.1
Duane Cooper,1994,88,-0.5
Chris Corchiani,1994,112,1.6
Brad Daugherty,1994,548,65.1
Brian Davis,1994,68,0.0
Bill Edwards,1994,3,-0.3
Jim Farmer,1994,136,0.7000000000000001
Tellis Frank,1994,264,4.1000000000000005
Chad Gallagher,1994,2,0.1
Mike Gminski,1994,938,55.699999999999996
Ricky Grace,1994,3,0.0
Paul Graham,1994,179,5.7
Josh Grant,1994,53,0.5
Sean Green,1994,84,-1.4
Jay Guidinger,1994,64,0.4
Scott Haskin,1994,27,0.3
Skeeter Henry,1994,4,0.0
Tito Horford,1994,63,-0.5
Stanley Jackson,1994,17,0.2
Dave Jamerson,1994,90,0.2
Dave Johnson,1994,59,-0.30000000000000004
Frank Johnson,1994,596,17.200000000000003
Alec Kessler,1994,210,2.0
Warren Kidd,1994,68,1.4
Bill Laimbeer,1994,1068,105.60000000000001
Fat Lever,1994,752,61.199999999999996
Marcus Liberty,1994,267,3.9999999999999996
Todd Lichti,1994,237,5.5
Malcolm Mackey,1994,22,0.1
Roy Marble,1994,29,-0.5
Marlon Maxey,1994,98,2.6
Darren Morningstar,1994,23,0.4
Tod Murphy,1994,191,8.1
Jerrod Mustaf,1994,179,1.7000000000000002
Larry Nance,1994,920,109.50000000000001
Chuck Nevitt,1994,155,0.5
Gerald Paddio,1994,129,0.09999999999999998
John Paxson,1994,772,36.3
Richard Petruška,1994,22,0.0
LaBradford Smith,1994,183,1.5
Reggie Smith,1994,66,0.4
Andre Spencer,1994,48,1.4
Isiah Thomas,1994,979,80.8
Kevin Thompson,1994,14,0.0
Sedric Toney,1994,112,-5.551115123125783e-17
Matt Wenstrom,1994,11,0.1
Randy White,1994,281,1.8999999999999997
Corey Williams,1994,39,0.2
Kenny Williams,1994,260,7.3999999999999995
Orlando Woolridge,1994,851,53.099999999999994
James Worthy,1994,926,81.3
Luther Wright,1994,15,-0.1
Mark Acres,1993,375,9.399999999999999
Kenny Battle,1993,134,3.6
William Bedford,1993,238,0.7999999999999998
Alex Blackwell,1993,27,0.0
Lance Blanks,1993,142,0.7000000000000001
Ricky Blanton,1993,2,0.0
Steve Burtt,1993,101,0.0
Dexter Cambridge,1993,53,0.4
Terry Catledge,1993,515,20.9
Maurice Cheeks,1993,1101,103.40000000000002
Radisav Ćurčić,1993,20,0.3
Mark Eaton,1993,875,44.7
Sidney Green,1993,679,17.400000000000002
Scott Hastings,1993,578,9.6
Dave Hoppen,1993,169,3.5
Brian Howard,1993,95,0.8999999999999999
Byron Irvin,1993,87,2.1
Mike Iuzzolino,1993,122,3.7
Buck Johnson,1993,505,20.700000000000003
Thomas Jordan,1993,4,-0.2
Bo Kimble,1993,105,0.1
Stan Kimbrough,1993,13,0.1
Bernard King,1993,874,75.20000000000002
Bart Kofoed,1993,111,0.0
Jerome Lane,1993,218,2.1999999999999997
Reggie Lewis,1993,450,38.9
Kevin Lynch,1993,95,0.4
Travis Mays,1993,115,2.4
Rodney McCray,1993,768,55.9
Kevin McHale,1993,971,113.1
Isaiah Morris,1993,25,0.0
Ed Nealy,1993,540,15.3
Melvin Newbern,1993,33,0.0
Alan Ogg,1993,80,0.8
Matt Othick,1993,4,0.0
Walter Palmer,1993,48,-0.1
Kenny Payne,1993,144,-0.09999999999999998
Dražen Petrović,1993,290,21.400000000000002
Gary Plummer,1993,126,0.2
Paul Pressey,1993,724,49.199999999999996
Anthony Pullard,1993,8,-0.1
Blair Rasmussen,1993,532,19.1
Delaney Rudd,1993,239,0.7
Jeff Ruland,1993,332,34.3
Jeff Sanders,1993,55,-0.19999999999999998
Mike Sanders,1993,648,18.0
Brad Sellers,1993,398,9.8
Larry Smith,1993,883,46.20000000000001
Barry Stevens,1993,2,0.0
Alex Stivrins,1993,22,-0.1
Lamont Strothers,1993,13,-0.5
Terry Teagle,1993,687,13.5
Trent Tucker,1993,756,34.3
Kiki Vandeweghe,1993,810,75.60000000000001
Gundars Vētra,1993,13,0.1
Darrell Walker,1993,720,27.300000000000004
Duane Washington,1993,19,0.30000000000000004
Marcus Webb,1993,9,0.1
Eddie Lee Wilkins,1993,322,2.6
Kennard Winchester,1993,122,1.2
Howard Wright,1993,19,0.1
Michael Ansley,1992,149,6.4
Miloš Babić,1992,21,-0.1
Winston Bennett,1992,136,1.6
Larry Bird,1992,897,145.89999999999998
Myron Brown,1992,4,0.0
Tony Brown,1992,360,4.9
Demetrius Calip,1992,7,-0.2
Wayne Cooper,1992,984,37.0
Tom Copa,1992,33,0.2
Lanard Copeland,1992,33,-0.30000000000000004
Quintin Dailey,1992,528,12.500000000000002
Brad Davis,1992,961,53.400000000000006
Walter Davis,1992,1033,76.9
Patrick Eddie,1992,4,-0.1
A.J. English,1992,151,1.1
Dave Feitl,1992,275,1.5
Anthony Frederick,1992,147,0.7
Tom Garrick,1992,251,5.9
Dan Godfread,1992,11,0.1
Rickey Green,1992,946,47.199999999999996
Bob Hansen,1992,575,15.399999999999999
Craig Hodges,1992,695,27.3
Dennis Hopson,1992,334,7.1000000000000005
Cedric Hunter,1992,1,0.0
Les Jepsen,1992,52,0.1
Vinnie Johnson,1992,984,50.7
Albert King,1992,534,16.4
Gary Leonard,1992,31,0.1
Tharon Mayes,1992,24,-0.4
Tim McCormick,1992,483,21.5
Carlton McKinney,1992,9,-0.4
Rodney Monroe,1992,38,-0.2
John Morton,1992,128,0.4999999999999999
Keith Owens,1992,20,0.0
Jim Petersen,1992,491,13.600000000000001
Dave Popson,1992,41,-0.1
Brian Quinnett,1992,138,0.8
David Rivers,1992,114,-0.30000000000000004
Cliff Robinson,1992,629,30.700000000000003
Ralph Sampson,1992,456,20.0
Otis Smith,1992,375,12.3
Mike Smrek,1992,194,0.6000000000000001
Rory Sparrow,1992,836,28.099999999999994
Jon Sundvold,1992,502,8.9
Charles Thomas,1992,36,-0.1
Billy Thompson,1992,300,9.6
Stephen Thompson,1992,19,0.0
Andre Turner,1992,170,1.7999999999999996
John Turner,1992,42,-0.1
João Vianna,1992,1,0.0
Sam Vincent,1992,396,10.8
Alexander Volkov,1992,149,4.4
Mitchell Wiggins,1992,389,15.3
Randy Wittman,1992,543,17.1
Mark Alarie,1991,325,8.3
Steve Alford,1991,169,3.1999999999999997
Cedric Ball,1991,7,0.0
Ken Bannister,1991,253,0.5999999999999999
Greg Butler,1991,55,-0.30000000000000004
Rick Calloway,1991,64,-0.3
Joe Barry Carroll,1991,705,35.5
Derrick Chievous,1991,154,2.7
Richard Coffey,1991,52,0.2
Dave Corzine,1991,891,37.5
Pat Cummings,1991,683,22.5
Adrian Dantley,1991,955,134.4
Byron Dinkins,1991,45,0.3
Larry Drew,1991,714,24.4
T.R. Dunn,1991,993,39.900000000000006
Alex English,1991,1193,100.69999999999999
Derrick Gervin,1991,77,2.1
Jim Grandholm,1991,26,0.4
Stuart Gray,1991,386,3.3000000000000003
Dave Greenwood,1991,823,46.4
Darrell Griffith,1991,765,22.0
Scott Haffner,1991,50,-0.2
Mike Higgins,1991,18,0.1
Roy Hinson,1991,507,30.200000000000003
Steve Johnson,1991,626,26.799999999999997
Frank Kornet,1991,89,-0.1
Kurk Lee,1991,48,-0.1
