,Player ID,Player,Year,Games Played,Win Share, Relevancy
30,barrerj01,RJ Barrett,2024,329,11.0,1.294819255575458
31,bassech01,Charles Bassey,2024,77,2.8,0.3065944882168324
32,batesem01,Emoni Bates,2024,15,-0.3,0.0464119542154007
33,bateske01,Keita Bates-Diop,2024,283,7.4,1.0813081603714494
34,batumni01,Nicolas Batum,2024,1053,70.5,4.700008947773024
35,bazleda01,Darius Bazley,2024,237,3.2,0.8583482462698031
36,bealbr01,Bradley Beal,2024,748,56.1,3.4334645669569896
37,beaslma01,Malik Beasley,2024,496,15.3,1.9318539728267103
38,beaucma01,MarJon Beauchamp,2024,100,1.1,0.3582319255826162
39,bernaju01,Jules Bernard,2024,19,0.1,0.0663475304501895
40,bertada01,Dāvis Bertāns,2024,475,18.700000000000003,1.9138063708224156
41,beverpa01,Patrick Beverley,2024,666,40.3,2.90510021477374
42,beysa01,Saddiq Bey,2024,292,14.7,1.2269506084745274
43,bitadgo01,Goga Bitadze,2024,249,9.1,0.9921707230056656
44,bitimon01,Onuralp Bitim,2024,23,-0.1,0.0768342877873406
45,biyombi01,Bismack Biyombo,2024,839,32.4,3.3704634932275694
46,blackan01,Anthony Black,2024,69,1.6,0.2604241231488295
47,blackle01,Leaky Black,2024,26,0.5,0.0965103794122511
48,boehebu01,Buddy Boeheim,2024,20,-0.1,0.0666070150600678
49,bogdabo01,Bogdan Bogdanović,2024,449,22.999999999999996,1.892886542619123
50,bogdabo02,Bojan Bogdanović,2024,719,37.599999999999994,3.043262347916188
51,bolbo01,Bol Bol,2024,166,4.1,0.6304760200708053
52,boldema01,Marques Bolden,2024,18,0.3,0.0660880458403112
53,bookede01,Devin Booker,2024,598,44.99999999999999,2.7472977809870542
54,bostobr01,Brandon Boston Jr.,2024,105,0.3,0.3626789549312203
55,bouchch01,Chris Boucher,2024,357,23.299999999999997,1.583974588431578
56,bouknja01,James Bouknight,2024,79,-0.3,0.2645937723972189
57,bouyeja01,Jamaree Bouyea,2024,14,-0.3,0.0430028633063098
58,branhma01,Malaki Branham,2024,141,-0.4,0.4743826056112489
59,braunch01,Christian Braun,2024,158,5.3,0.6221009305933535
60,bridgmi01,Mikal Bridges,2024,474,36.3,2.1875626342440335
61,bridgmi02,Miles Bridges,2024,360,18.1,1.5123120973793234
62,brissos01,Oshae Brissett,2024,227,6.8999999999999995,0.882525053714327
63,brockiz01,Izaiah Brockington,2024,1,0.0,0.0034090909369469
64,brogdma01,Malcolm Brogdon,2024,439,32.6,2.0099767358904184
65,brookar01,Armoni Brooks,2024,84,0.5,0.2942376521395238
66,brookdi01,Dillon Brooks,2024,417,9.7,1.574346814630576
67,brownbr01,Bruce Brown,2024,416,19.3,1.72211882608369
68,brownch02,Charlie Brown Jr.,2024,49,-0.2,0.1638958482740979
69,browngr01,Greg Brown III,2024,70,0.3,0.2433607731130385
70,brownja02,Jaylen Brown,2024,540,35.3,2.39681460274797
71,brownke03,Kendall Brown,2024,21,0.2,0.0747405154179776
72,brownko01,Kobe Brown,2024,44,0.5,0.1578740157758875
73,brownmo01,Moses Brown,2024,150,5.1,0.5916785970214137
74,browntr01,Troy Brown Jr.,2024,356,8.6,1.349069434530361
75,brunsja01,Jalen Brunson,2024,422,37.2,2.024463135317763
76,bryanth01,Thomas Bryant,2024,267,17.4,1.1842430207866248
77,bufkiko01,Kobe Bufkin,2024,17,-0.1,0.0563797423327951
78,bullore01,Reggie Bullock,2024,556,21.5,2.234037222647756
79,burksal01,Alec Burks,2024,742,30.1,3.003561202604806
80,butleja02,Jared Butler,2024,88,1.1,0.3173228346735253
81,butleji01,Jimmy Butler,2024,814,115.0,4.5860236220751
82,cainja01,Jamal Cain,2024,44,1.3,0.1704724409727379
83,caldwke01,Kentavious Caldwell-Pope,2024,835,43.69999999999999,3.534779885496717
84,camarto01,Toumani Camara,2024,70,2.0,0.2701324266563455
85,capelca01,Clint Capela,2024,609,66.2,3.11865604870359
86,carteje01,Jevon Carter,2024,376,8.3,1.4125268432633606
87,cartewe01,Wendell Carter Jr.,2024,315,22.6,1.429769148202516
88,cartodj01,D.J. Carton,2024,4,0.0,0.0136363636642196
89,carusal01,Alex Caruso,2024,363,16.7,1.500492126012108
90,castlco01,Colin Castleton,2024,16,0.2,0.0576950608725231
91,cazalma01,Malcolm Cazalon,2024,1,0.0,0.0034090909369469
92,champju02,Julian Champagnie,2024,91,2.2,0.3448729420464673
93,champju01,Justin Champagnie,2024,56,1.1,0.2082319255826162
94,chrisma02,Max Christie,2024,108,1.2999999999999998,0.388654259154556
95,cissosi01,Sidy Cissoko,2024,12,0.3,0.0456335003857657
96,clarkbr01,Brandon Clarke,2024,243,20.3,1.1480941303070256
97,clarkjo01,Jordan Clarkson,2024,716,23.500000000000004,2.8109878310944274
98,claxtni01,Nic Claxton,2024,241,21.799999999999997,1.1648979957329382
99,clownno01,Noah Clowney,2024,23,0.9,0.0925823192834035
100,coffeam01,Amir Coffey,2024,251,7.6,0.9753668575797528
101,collijo01,John Collins,2024,432,36.7,2.0506800286606404
102,colliza01,Zach Collins,2024,314,9.0,1.2121868289469684
103,conlemi01,Mike Conley,2024,1101,100.4,5.334511453141672
104,connapa01,Pat Connaughton,2024,554,23.4,2.2571403006720936
105,coulibi01,Bilal Coulibaly,2024,63,0.4,0.2210719398990084
106,councri01,Ricky Council IV,2024,32,1.0,0.124838940614828
107,covinro01,Robert Covington,2024,614,31.800000000000004,2.5939692197844773
108,craigto01,Torrey Craig,2024,432,16.299999999999997,1.7294201861409553
109,crowdja01,Jae Crowder,2024,803,42.9,3.413090551208958
110,crutcja01,Jalen Crutcher,2024,1,0.0,0.0034090909369469
111,cunnica01,Cade Cunningham,2024,138,1.2,0.489352183277677
112,curryse01,Seth Curry,2024,482,23.199999999999996,2.008536148918336
113,curryst01,Stephen Curry,2024,956,135.4,5.391374373685694
114,daniedy01,Dyson Daniels,2024,120,4.2,0.4752326414022296
115,davisan02,Anthony Davis,2024,736,112.0,4.27287043667782
116,davisjo06,Johnny Davis,2024,78,-0.4,0.2596098783385216
117,davisjd01,JD Davison,2024,20,0.3,0.072906227658493
118,dennide01,Dexter Dennis,2024,4,0.0,0.0136363636642196
119,derozde01,DeMar DeRozan,2024,1110,101.5,5.382516105969159
120,diabamo01,Moussa Diabaté,2024,33,0.7,0.1235236220751
121,diakima01,Mamadi Diakite,2024,55,0.9000000000000001,0.2016732283743127
122,diallha01,Hamidou Diallo,2024,265,6.2,1.0010468862125372
123,dickgr01,Gradey Dick,2024,60,0.3,0.2092698640221294
124,diengou01,Ousmane Dieng,2024,72,0.8,0.2580529706792518
125,dinwisp01,Spencer Dinwiddie,2024,542,32.4,2.3579634932275697
126,divindo01,Donte DiVincenzo,2024,354,20.0,1.5217788117672977
127,doncilu01,Luka Dončić,2024,400,51.2,2.169935576262645
128,dortlu01,Luguentz Dort,2024,292,10.000000000000002,1.1529348604430314
129,dosunay01,Ayo Dosunmu,2024,233,10.0,0.9517984968066678
130,dowtije01,Jeff Dowtin,2024,46,1.0,0.1725662133421008
131,drellhe01,Henri Drell,2024,4,0.0,0.0136363636642196
132,drumman01,Andre Drummond,2024,864,75.5,4.134430923435157
133,duartch01,Chris Duarte,2024,160,1.6,0.5706513958761023
134,dukeda01,David Duke Jr.,2024,49,0.3,0.1717698640221294
135,dunnkr01,Kris Dunn,2024,333,7.799999999999999,1.25806191842442
136,duranke01,Kevin Durant,2024,1061,170.3,6.298935218352838
137,durenja01,Jalen Duren,2024,128,9.3,0.5828203293048783
138,easonta01,Tari Eason,2024,104,3.9,0.4159627774079562
139,edwaran01,Anthony Edwards,2024,302,16.400000000000002,1.2878131711087435
140,edwarke02,Kessler Edwards,2024,138,1.5,0.4940765927264959
141,elliske01,Keon Ellis,2024,73,2.5,0.2882337151316498
142,embiijo01,Joel Embiid,2024,433,63.4,2.4745615605146134
143,eubandr01,Drew Eubanks,2024,323,14.3,1.3263332140579205
144,evbuoto01,Tosan Evbuomwan,2024,17,0.5,0.0658285612304329
145,exumda01,Dante Exum,2024,300,6.0,1.1172154617315069
146,fernabr01,Bruno Fernando,2024,203,3.5,0.7471635648095311
147,finnedo01,Dorian Finney-Smith,2024,528,25.4,2.200000000027856
148,flaglad01,Adam Flagler,2024,2,0.0,0.0068181818460378
149,flynnma01,Malachi Flynn,2024,213,2.8,0.7702308518531961
150,fontesi01,Simone Fontecchio,2024,118,2.0,0.4337687902927092
151,fordjo01,Jordan Ford,2024,6,0.1,0.0220293486320077
152,forretr01,Trent Forrest,2024,151,2.1,0.5478435934423156
153,fournev01,Evan Fournier,2024,704,30.6,2.8818897638073837
154,foxde01,De'Aaron Fox,2024,469,29.59999999999999,2.0650053686749565
155,freemja01,Javon Freeman-Liberty,2024,22,0.2,0.0781496063270685
156,fudgeal01,Alex Fudge,2024,6,0.0,0.0204545454824014
157,fultzma01,Markelle Fultz,2024,234,8.5,0.9315855404716642
158,funkan01,Andrew Funk,2024,5,-0.1,0.0154706514237042
159,gabriwe01,Wenyen Gabriel,2024,150,3.8,0.5712061560765318
160,gaffoda01,Daniel Gafford,2024,321,25.299999999999997,1.4927433786964317
161,gallida01,Danilo Gallinari,2024,777,65.1,3.674060486785194
162,garlada01,Darius Garland,2024,307,16.5,1.3064334288038044
163,garubus01,Usman Garuba,2024,105,2.3,0.3941750179233463
164,garzalu01,Luka Garza,2024,85,2.3,0.3259931997415282
165,gateska01,Kaiser Gates,2024,1,-0.1,0.0018342877873406
166,georgke01,Keyonte George,2024,75,-0.3,0.2509574087608552
167,georgpa01,Paul George,2024,867,88.60000000000001,4.350957408760856
168,gibsota01,Taj Gibson,2024,965,60.0,4.234654617064363
169,giddejo01,Josh Giddey,2024,210,8.700000000000001,0.852916964952695
170,gilesha01,Harry Giles,2024,165,3.2,0.6128937008152576
171,gilgesh01,Shai Gilgeous-Alexander,2024,386,43.5,2.000948461015687
172,gillan01,Anthony Gill,2024,179,3.7,0.6684949892905618
173,gilleco01,Collin Gillespie,2024,24,0.4,0.088117394444463
174,gilyaja01,Jacob Gilyard,2024,42,1.5,0.1668038654537686
175,goberru01,Rudy Gobert,2024,757,106.0,4.249973156792351
176,goodwjo01,Jordan Goodwin,2024,121,3.3000000000000003,0.4644685039648639
177,gordoaa01,Aaron Gordon,2024,669,42.8,2.9546975662411703
178,gordoer01,Eric Gordon,2024,886,41.00000000000001,3.666123836820984
179,grahade01,Devonte' Graham,2024,336,12.7,1.3454545454824016
180,grantje01,Jerami Grant,2024,672,34.900000000000006,2.8405153901495455
181,grayra01,RaiQuan Gray,2024,4,0.3,0.0183607731130385
182,greenaj01,A.J. Green,2024,91,1.9,0.3401485325976484
183,greenda02,Danny Green,2024,832,49.2,3.611166785997792
184,greendr01,Draymond Green,2024,813,60.900000000000006,3.7306460272290014
185,greenja05,Jalen Green,2024,225,5.6000000000000005,0.8552344309512633
186,greenja02,Javonte Green,2024,195,8.9,0.8049302076155439
187,greenje02,Jeff Green,2024,1185,54.7,4.901190050135229
188,greenjo02,Josh Green,2024,223,7.700000000000001,0.8814871152748139
189,griffaj01,AJ Griffin,2024,92,1.8000000000000005,0.341982820357133
190,grimequ01,Quentin Grimes,2024,168,7.5,0.6908375089756013
191,gueyemo01,Mouhamadou Gueye,2024,11,-0.4,0.0312007874294308
192,gueyemo02,Mouhamed Gueye,2024,6,0.2,0.023604151781614
193,hachiru01,Rui Hachimura,2024,278,11.2,1.1241052255110342
194,haganas01,Ashton Hagans,2024,21,0.0,0.071590909118765
195,halibty01,Tyrese Haliburton,2024,260,27.1,1.3131352899347994
196,hamptrj01,R.J. Hampton,2024,170,0.8,0.592143879770161
197,hardati02,Tim Hardaway Jr.,2024,736,30.200000000000003,2.9846814602998673
198,hardeja01,James Harden,2024,1072,166.30000000000004,6.273443092368587
199,hardyja02,Jaden Hardy,2024,121,1.0,0.4282480315239189
200,harpero02,Ron Harper Jr.,2024,10,0.2,0.0372405154179776
201,harriga01,Gary Harris,2024,570,25.8,2.349481030808099
202,harrijo01,Joe Harris,2024,504,23.1,2.08196134576873
203,harrike01,Kevon Harris,2024,36,0.6,0.1321760916527665
204,harrito02,Tobias Harris,2024,897,70.10000000000001,4.161891553356417
205,harrish01,Shaquille Harrison,2024,183,4.2,0.690005368674957
206,hartjo01,Josh Hart,2024,453,27.4,1.9758142448381637
207,harteis01,Isaiah Hartenstein,2024,322,21.4,1.4347351467708769
208,hausesa01,Sam Hauser,2024,185,8.9,0.7708392985246348
209,hawkijo01,Jordan Hawkins,2024,67,1.3,0.2488815318818288
210,hayesja02,Jaxson Hayes,2024,311,16.5,1.320069792440168
211,hayeski01,Killian Hayes,2024,210,-0.4000000000000001,0.7096098783385216
212,haywago01,Gordon Hayward,2024,835,63.4,3.8450161059691585
213,hendesc01,Scoot Henderson,2024,62,-1.7,0.1845919828481852
214,hendrita01,Taylor Hendricks,2024,40,1.2,0.1552612741867679
215,herroty01,Tyler Herro,2024,284,12.6,1.1666070150600678
216,hieldbu01,Buddy Hield,2024,632,25.0,2.5482462419748853
217,highsha01,Haywood Highsmith,2024,144,4.1,0.5554760200708052
218,hintona01,Nate Hinton,2024,38,0.1999999999999999,0.1326950608725231
219,hodgedm01,D'Moi Hodge,2024,7,0.0,0.0238636363914923
220,holidaa01,Aaron Holiday,2024,386,8.100000000000001,1.4434681460550571
221,holidjr01,Jrue Holiday,2024,975,69.39999999999999,4.416777022218263
222,holidju01,Justin Holiday,2024,680,18.7,2.612670007186052
223,holmeri01,Richaun Holmes,2024,458,28.700000000000003,2.0133321403285
224,holmgch01,Chet Holmgren,2024,82,8.9,0.4197029348882712
225,hoodsja01,Jalen Hood-Schifino,2024,21,-0.5,0.0637168933707336
226,horfoal01,Al Horford,2024,1078,112.89999999999998,5.452952755933367
227,hortota01,Talen Horton-Tucker,2024,247,4.9,0.9192108089040192
228,houseda01,Danuel House Jr.,2024,294,9.999999999999998,1.159753042261213
229,houstca01,Caleb Houstan,2024,110,2.2,0.4096456693191946
230,howarje01,Jett Howard,2024,18,0.0,0.0613636363914923
231,huertke01,Kevin Huerter,2024,413,17.3,1.6803954903642913
232,huffja01,Jay Huff,2024,31,0.7,0.1167054402569182
233,huntede01,De'Andre Hunter,2024,263,7.6,1.0162759484888435
234,hurtma01,Matthew Hurt,2024,8,0.1,0.0288475304501895
235,hylanbo01,Bones Hyland,2024,162,3.8,0.6121152469856227
236,inglejo01,Joe Ingles,2024,704,42.0,3.0614173228625017
237,ingrabr01,Brandon Ingram,2024,477,27.4,2.0576324266563457
238,irvinky01,Kyrie Irving,2024,729,86.19999999999999,3.842707587715758
239,isaacjo01,Jonathan Isaac,2024,205,10.6,0.8657927702497602
240,iveyja01,Jaden Ivey,2024,151,0.5,0.5226467430486148
241,jacksan01,Andre Jackson Jr.,2024,57,1.0,0.2100662133421008
242,jacksgg01,GG Jackson II,2024,48,1.2,0.1825340014594952
243,jacksis01,Isaiah Jackson,2024,158,7.4,0.6551717967350857
244,jacksja02,Jaren Jackson Jr.,2024,333,22.5,1.489557981416546
245,jacksju01,Justin Jackson,2024,280,5.4,1.0395848246520507
246,jacksqu01,Quenton Jackson,2024,12,0.2,0.0440586972361594
247,jacksre01,Reggie Jackson,2024,853,36.1,3.4764584824902753
248,jackstr02,Trayce Jackson-Davis,2024,68,4.8,0.3074087330271401
249,jamesle01,LeBron James,2024,1492,263.8,9.240694345052912
250,jaqueja01,Jaime Jaquez Jr.,2024,75,4.0,0.3186739441939261
251,jarrede01,DeJon Jarreau,2024,10,0.0,0.034090909118765
252,jeffrda01,DaQuan Jeffries,2024,64,0.5,0.2260558339577056
253,jemistr01,Trey Jemison,2024,25,0.9,0.0994005011015854
254,jeromty01,Ty Jerome,2024,159,3.9,0.6034627774079563
255,joeis01,Isaiah Joe,2024,247,8.3,0.9727541159906332
256,johnsca02,Cameron Johnson,2024,283,17.7,1.243512884780898
257,johnsja05,Jalen Johnson,2024,148,5.9,0.5974588404000822
258,johnsja01,James Johnson,2024,774,27.600000000000005,3.073282032955558
259,johnske04,Keldon Johnson,2024,293,13.6,1.213036864737949
260,johnske07,Keon Johnson,2024,82,-0.9,0.2653722262268538
261,johnske08,Keyontae Johnson,2024,9,-0.1,0.0291070150600678
262,jokicni01,Nikola Jokić,2024,675,111.4,4.055467072325637
263,jonesco02,Colby Jones,2024,30,0.0,0.1022727273005832
264,jonesda03,Damian Jones,2024,279,11.3,1.1290891195697312
265,jonesde02,Derrick Jones Jr.,2024,420,18.9,1.7294559771216282
266,joneshe01,Herbert Jones,2024,220,15.1,0.9877952756184072
267,jonesma05,Mason Jones,2024,41,0.4,0.1460719398990084
268,jonestr01,Tre Jones,2024,251,11.6,1.0383589835640048
269,jonesty01,Tyus Jones,2024,601,29.5,2.5134305655253506
270,jordade01,DeAndre Jordan,2024,1055,97.1,5.125724767386481
271,josepco01,Cory Joseph,2024,816,30.699999999999996,3.2652827487751717
272,jovicni01,Nikola Jović,2024,61,2.1,0.2410254116241337
273,juzanjo01,Johnny Juzang,2024,38,0.2,0.1326950608725231
274,kennalu01,Luke Kennard,2024,395,19.700000000000003,1.656827129591206
275,kesslwa01,Walker Kessler,2024,138,11.2,0.646832498238307
276,keybr01,Braxton Key,2024,34,0.4,0.1222083035353721
277,kispeco01,Corey Kispert,2024,231,8.2,0.9166338582955724
278,klebima01,Maxi Kleber,2024,406,19.7,1.694327129591206
279,knoxke01,Kevin Knox,2024,306,0.8,1.0557802434065244
280,konchjo01,John Konchar,2024,261,12.3,1.083473514702158
281,korkmfu01,Furkan Korkmaz,2024,328,7.6,1.237866857579753
282,kornelu01,Luke Kornet,2024,280,12.499999999999998,1.1513958482740978
283,krejcvi01,Vit Krejci,2024,81,1.2999999999999998,0.2966088046091015
284,kuminjo01,Jonathan Kuminga,2024,211,10.0,0.8767984968066679
285,kuzmaky01,Kyle Kuzma,2024,476,15.3,1.8636721546448929
286,landajo01,Jock Landale,2024,179,6.5,0.7125894774795383
287,laravja01,Jake LaRavia,2024,70,1.5,0.2622584109083141
288,lavinza01,Zach LaVine,2024,580,32.3,2.4859341446234176
289,lawsoaj01,A.J. Lawson,2024,57,0.3,0.1990425912948567
290,leesa01,Saben Lee,2024,134,3.5,0.5119362920822583
291,lenal01,Alex Len,2024,644,23.299999999999997,2.562383679340669
292,leonaka01,Kawhi Leonard,2024,696,99.2,3.9349319971645778
293,leverca01,Caris LeVert,2024,460,19.9,1.8815676449813277
294,lewiski01,Kira Lewis Jr.,2024,131,1.4,0.4686381532132532
295,lewisma05,Maxwell Lewis,2024,34,-0.4,0.1096098783385217
296,liddeej01,E.J. Liddell,2024,8,0.0,0.0272727273005832
297,lillada01,Damian Lillard,2024,842,110.7,4.613761632096574
298,littlna01,Nassir Little,2024,237,4.799999999999999,0.8835450966635039
299,livelde01,Dereck Lively II,2024,55,4.9,0.2646653543585647
300,liveris01,Isaiah Livers,2024,94,1.6,0.3456513958761022
301,livinch01,Chris Livingston,2024,21,0.1,0.0731657122683713
302,loftoke01,Kenneth Lofton Jr.,2024,45,0.8,0.1660075161337973
303,looneke01,Kevon Looney,2024,523,33.2,2.305789191151693
304,lopezbr01,Brook Lopez,2024,1025,85.6,4.84234967790903
305,lopezro01,Robin Lopez,2024,992,49.400000000000006,4.15977093775155
306,loveke01,Kevin Love,2024,929,94.6,4.65680923410087
307,lowryky01,Kyle Lowry,2024,1138,111.5,5.635450966384334
308,lundyse01,Seth Lundy,2024,9,-0.1,0.0291070150600678
309,lylestr01,Trey Lyles,2024,581,19.5,2.2877684323829026
310,maledth01,Théo Maledon,2024,177,-0.1999999999999999,0.6002594846377344
311,mamuksa01,Sandro Mamukelashvili,2024,130,3.0,0.4904259126978632
312,mannte01,Terance Mann,2024,345,18.5,1.467474946341385
313,manntr01,Tre Mann,2024,168,1.8,0.6010737294480422
314,marjabo01,Boban Marjanović,2024,331,13.3,1.3378579098345846
315,markkla01,Lauri Markkanen,2024,403,31.0,1.862052612769445
316,marshna01,Naji Marshall,2024,230,6.8,0.8911775232919935
317,martica02,Caleb Martin,2024,266,11.1,1.081621331452337
318,martico01,Cody Martin,2024,206,5.9,0.795186113127355
319,martike04,KJ Martin,2024,266,11.1,1.081621331452337
320,mathega01,Garrison Mathews,2024,267,8.3,1.0409359341724516
321,mathube01,Bennedict Mathurin,2024,137,3.2,0.5174391553607122
322,matthwe02,Wesley Matthews,2024,986,55.50000000000001,4.235379384422989
323,maxeyty01,Tyrese Maxey,2024,266,22.7,1.2642984968066675
324,mayssk01,Skylar Mays,2024,105,2.2,0.39260021477374
325,mcbrimi01,Miles McBride,2024,172,4.5,0.6572297781237758
326,mccolcj01,CJ McCollum,2024,731,50.400000000000006,3.285746241974885
327,mccontj01,T.J. McConnell,2024,627,28.8,2.59104330711447
328,mcdanja02,Jaden McDaniels,2024,284,11.6,1.1508589835640048
329,mcdanja01,Jalen McDaniels,2024,248,5.3,0.9289191124115354
330,mcderdo01,Doug McDermott,2024,655,21.200000000000003,2.5668128131989367
331,mcgeeja01,JaVale McGee,2024,909,43.8,3.788627415919051
332,mcgowbr01,Bryce McGowens,2024,105,0.7,0.3689781675296455
333,mclaujo01,Jordan McLaughlin,2024,242,8.9,0.9651574803428168
334,meltode01,De'Anthony Melton,2024,350,13.9,1.4120794560049497
335,mensana01,Nathan Mensah,2024,25,0.1,0.086802075904735
336,merrisa01,Sam Merrill,2024,102,3.5,0.4028453829913492
337,metuch01,Chimezie Metu,2024,260,5.699999999999999,0.9761274159190516
338,micicva01,Vasilije Micić,2024,60,0.4,0.2108446671717357
339,middlkh01,Khris Middleton,2024,739,55.900000000000006,3.3996331424759596
340,millebr02,Brandon Miller,2024,74,0.8,0.2648711524974336
341,millejo02,Jordan Miller,2024,8,0.1,0.0288475304501895
342,millele01,Leonard Miller,2024,17,0.3,0.0626789549312203
343,whiteda01,Dariq Whitehead,2024,2,0.0,0.0068181818460378
344,millspa02,Patty Mills,2024,892,35.9,3.606263421645608
345,miltosh01,Shake Milton,2024,302,10.4,1.1933249821323657
346,minayju01,Justin Minaya,2024,38,0.0,0.1295454545733105
347,minotjo01,Josh Minott,2024,47,0.7,0.1712508948023728
348,mitchda01,Davion Mitchell,2024,227,2.9,0.819532927730075
349,mitchdo01,Donovan Mitchell,2024,468,44.3,2.293092340757992
350,mobleev01,Evan Mobley,2024,198,19.2,0.9773622047522654
351,mobleis01,Isaiah Mobley,2024,22,0.2,0.0781496063270685
352,monkma01,Malik Monk,2024,458,12.3,1.755064423793067
353,moodymo01,Moses Moody,2024,181,5.0,0.6957856120536254
354,moonxa01,Xavier Moon,2024,28,0.1999999999999999,0.098604151781614
355,mooreta02,Taze Moore,2024,4,0.0,0.0136363636642196
356,moorewe01,Wendell Moore Jr.,2024,54,0.2,0.1872405154179776
357,moranja01,Ja Morant,2024,257,20.5,1.1989710093335109
358,morrima03,Marcus Morris,2024,832,39.3,3.455261274186768
359,morrima02,Markieff Morris,2024,776,27.3,3.075375805324921
360,morrimo01,Monte Morris,2024,375,23.9,1.6547870436928525
361,murphtr02,Trey Murphy III,2024,198,14.9,0.9096456693191948
362,murrade01,Dejounte Murray,2024,472,26.000000000000004,2.018539728016403
363,murraja01,Jamal Murray,2024,469,31.8,2.099651037966295
364,murrake02,Keegan Murray,2024,157,9.5,0.6848335719677273
365,murrakr01,Kris Murray,2024,62,0.7,0.2223872584387364
366,muscami01,Mike Muscala,2024,548,19.3,2.1721188260836897
367,mykhasv01,Svi Mykhailiuk,2024,293,4.300000000000001,1.066580171824563
368,nancela02,Larry Nance Jr.,2024,522,33.4,2.3055297065418143
369,nancepe01,Pete Nance,2024,8,-0.1,0.0256979241509769
370,nembhan01,Andrew Nembhard,2024,143,3.2,0.5378937008152577
371,nesmiaa01,Aaron Nesmith,2024,243,7.6,0.9480941303070256
372,niangge01,Georges Niang,2024,465,13.1,1.791526485353554
373,nixda01,Daishen Nix,2024,96,-1.4,0.305225483206095
374,nnajize01,Zeke Nnaji,2024,194,5.5,0.747977809619839
375,nowelja01,Jaylen Nowell,2024,197,5.0,0.7503310665990801
376,nowelma01,Markquis Nowell,2024,1,0.1,0.0049838940865532
377,ntilila01,Frank Ntilikina,2024,321,0.4,1.1006173944444628
378,nurkiju01,Jusuf Nurkić,2024,539,31.9,2.3398622047522655
379,nworajo01,Jordan Nwora,2024,206,3.0,0.7495168217887723
380,onealro01,Royce O'Neale,2024,525,27.4,2.2212687902927093
381,okekech01,Chuma Okeke,2024,189,4.5,0.7151843235783214
382,okogijo01,Josh Okogie,2024,376,10.3,1.4440229062554866
383,okongon01,Onyeka Okongwu,2024,233,17.7,1.0730583393263526
384,okorois01,Isaac Okoro,2024,279,13.500000000000002,1.1637347888610698
385,olynyke01,Kelly Olynyk,2024,756,44.5,3.278060128875387
386,omorueu01,Eugene Omoruyi,2024,87,1.3,0.3170633500636469
387,osmande01,Cedi Osman,2024,476,12.6,1.8211524696055224
388,oubreke01,Kelly Oubre Jr.,2024,595,22.299999999999997,2.3795901932991512
389,paulch01,Chris Paul,2024,1272,209.50000000000009,7.63557623481669
390,payneca01,Cameron Payne,2024,405,11.9,1.5680833930128235
391,paytoga02,Gary Payton II,2024,208,8.9,0.8492483894337258
392,pereima01,Mãozinha Pereira,2024,7,0.3,0.0285880458403112
393,peterdr01,Drew Peterson,2024,3,0.1,0.011802075904735
394,petrufi01,Filip Petrušev,2024,3,0.0,0.0102272727551287
395,phillju01,Julian Phillips,2024,40,0.2,0.1395132426907049
396,pickeja02,Jalen Pickett,2024,27,0.2,0.0951950608725231
