Player,Year,Games Played,Win Share, relevancy
Jaden Springer,2024,67,0.8999999999999999, 0.2427181674104136
Lamar Stevens,2024,203,4.700000000000001, 0.7661970507318167
Isaiah Stewart,2024,235,11.1, 0.9760753613975289
Julian Strawther,2024,50,0.2, 0.1737399999086241
Max Strus,2024,259,11.8, 1.0689171652629548
Jalen Suggs,2024,176,4.5, 0.6710019898871494
Cole Swider,2024,25,0.0, 0.08536312088213878
Jae'Sean Tate,2024,244,9.3, 0.9784107228864337
Jayson Tatum,2024,513,55.8, 2.6277396419988173
Terry Taylor,2024,95,3.0, 0.3712435790066914
Garrett Temple,2024,743,16.6, 2.794507716444057
Dalen Terry,2024,97,1.3, 0.3512901072815661
Daniel Theis,2024,373,22.3, 1.62290785960798
Cam Thomas,2024,190,4.3, 0.7155796563152096
Isaiah Thomas,2024,556,45.2, 2.607401417231459
Amen Thompson,2024,62,4.3, 0.2792160199515733
Ausar Thompson,2024,63,1.8, 0.2432550321205067
Klay Thompson,2024,793,55.30000000000001, 3.574411080796241
Tristan Thompson,2024,779,48.900000000000006, 3.4258964064941644
JT Thor,2024,165,1.1, 0.5799586828005353
Matisse Thybulle,2024,332,13.100000000000001, 1.3382532425714733
Xavier Tillman Sr.,2024,227,10.299999999999999, 0.9362042089279511
Jacob Toppin,2024,9,0.1, 0.03239246948629052
Obi Toppin,2024,283,12.3, 1.1586093628291683
Juan Toscano-Anderson,2024,202,5.7, 0.7785359913187887
Karl-Anthony Towns,2024,573,75.2, 3.137796907567894
Gary Trent Jr.,2024,341,15.8, 1.4114547457926614
Oscar Tshiebwe,2024,8,0.2, 0.030558181726805907
P.J. Tucker,2024,883,43.2, 3.69067808151206
Myles Turner,2024,570,43.9, 2.6346562490138496
Hunter Tyson,2024,18,0.0, 0.0614994845185024
Stanley Umude,2024,25,0.5, 0.09323713663017028
Jonas Valančiūnas,2024,856,80.4, 4.184459398620149
Jarred Vanderbilt,2024,273,15.5, 1.1749121545256607
Fred VanVleet,2024,490,40.900000000000006, 2.3146848817983883
Devin Vassell,2024,239,9.6, 0.9660896777897979
Sasha Vezenkov,2024,42,1.0, 0.1590656978327472
Gabe Vincent,2024,206,3.8, 0.7622510951126327
Nikola Vučević,2024,899,72.70000000000002, 4.209790465191373
Tristan Vukcevic,2024,10,0.1, 0.035801560395381425
Dean Wade,2024,224,8.799999999999999, 0.9023548889565839
Franz Wagner,2024,231,15.8, 1.0364547457926614
Moritz Wagner,2024,333,14.899999999999999, 1.3700087901734774
Ish Wainright,2024,116,2.3, 0.4318108660503564
Jabari Walker,2024,128,3.1, 0.4853183821562977
Jarace Walker,2024,33,0.4, 0.11893506075329123
Lonnie Walker IV,2024,322,4.5, 1.1687292626144223
Cason Wallace,2024,82,4.0, 0.34267342868457257
Jordan Walsh,2024,9,0.2, 0.03396727263589682
T.J. Warren,2024,385,20.900000000000002, 1.6417697064225827
P.J. Washington,2024,333,12.600000000000001, 1.3337883177325325
TyTy Washington Jr.,2024,42,-0.2, 0.14016806003747162
Yuta Watanabe,2024,213,4.1, 0.7908391409250879
Lindy Waters III,2024,104,2.8, 0.398775790889297
Trendon Watford,2024,173,5.800000000000001, 0.6812471581047587
Peyton Watson,2024,103,2.8, 0.39536669998020607
Victor Wembanyama,2024,71,3.7, 0.3004490192357537
Blake Wesley,2024,98,-0.7000000000000001, 0.323203135198531
Russell Westbrook,2024,1162,110.30000000000001, 5.6985073585342505
Coby White,2024,348,13.500000000000002, 1.3990979097153529
Derrick White,2024,418,31.2, 1.9164744308320316
Jack White,2024,21,0.0, 0.07172675724577514
Cam Whitmore,2024,47,1.5, 0.18398516812623325
Aaron Wiggins,2024,198,7.500000000000001, 0.7932460843753384
Andrew Wiggins,2024,706,29.1, 2.8652217465084813
Lindell Wigginton,2024,29,0.30000000000000004, 0.1037238939673213
Alondes Williams,2024,8,-0.2, 0.02425896912838071
Brandon Williams,2024,59,-1.1, 0.18394937714556034
Grant Williams,2024,364,14.799999999999999, 1.4741158052056893
Jalen Williams,2024,146,12.899999999999999, 0.7010127271813513
Jaylin Williams,2024,118,4.3, 0.47012511086066416
Jeenathan Williams,2024,27,0.6, 0.10163012159795838
Kenrich Williams,2024,322,12.499999999999998, 1.2947135145829263
Malik Williams,2024,7,-0.2, 0.0208498782192898
Mark Williams,2024,62,4.9, 0.28866483884921107
Patrick Williams,2024,213,8.100000000000001, 0.8538312669093399
Robert Williams,2024,215,22.6, 1.0889959054204352
Vince Williams Jr.,2024,67,2.6999999999999997, 0.27106462410332705
Ziaire Williams,2024,150,2.5, 0.5508695632586599
Zion Williamson,2024,184,21.799999999999997, 0.9707156620417664
D.J. Wilson,2024,148,2.9, 0.5503505940389032
Jalen Wilson,2024,43,1.1, 0.1640495918914444
Dylan Windler,2024,101,1.6, 0.36965088036674865
James Wiseman,2024,147,4.2, 0.5674139440746941
Isaiah Wong,2024,1,0.0, 0.003544939063956948
Christian Wood,2024,339,20.2, 1.4739279025571566
Delon Wright,2024,508,28.200000000000006, 2.176048518162024
Thaddeus Young,2024,1172,72.0, 5.129448661325947
Trae Young,2024,407,37.699999999999996, 1.9813366355564408
Omer Yurtseven,2024,113,3.1, 0.4341820185199341
Cody Zeller,2024,552,33.6, 2.4110878882407643
Ivica Zubac,2024,504,39.50000000000001, 2.340364910431173
Steven Adams,2023,706,59.5, 3.343976191263962
Will Barton,2023,679,26.400000000000002, 2.7306708941988225
Khem Birch,2023,282,13.400000000000002, 1.1725373938409125
Leandro Bolmaro,2023,49,-0.3, 0.1624711805266678
Tony Bradley,2023,179,7.6, 0.7300624475273837
Jarrell Brantley,2023,41,0.6, 0.14937168160039724
Sterling Brown,2023,268,6.500000000000001, 1.0161487037908052
Deonte Burton,2023,73,-0.4, 0.24271455919524335
John Butler,2023,19,0.0, 0.06492286270275946
Facundo Campazzo,2023,138,5.1, 0.5509196415144988
Vlatko Čančar,2023,130,2.5, 0.4827020323520078
Vernon Carey Jr.,2023,37,0.30000000000000004, 0.1310109085152147
Michael Carter-Williams,2023,395,6.6, 1.450678052394957
Kennedy Chandler,2023,36,0.3, 0.1276018176061238
Josh Christopher,2023,138,0.3, 0.4753290903333965
Chance Comanche,2023,1,0.0, 0.003559226339123092
Xavier Cooks,2023,10,0.2, 0.03739065082015387
Jarrett Culver,2023,144,-0.1, 0.4894844231895168
Terence Davis,2023,227,5.300000000000001, 0.8574783387228023
Darius Days,2023,4,0.1, 0.015361302216002118
Dewayne Dedmon,2023,515,23.299999999999997, 2.122761087470118
Matthew Dellavedova,2023,479,10.299999999999999, 1.7953094052940266
Gorgui Dieng,2023,628,30.599999999999998, 2.622948990118651
Tyler Dorsey,2023,107,1.1, 0.3822456973484287
Devon Dotson,2023,28,0.30000000000000004, 0.10032909033339653
PJ Dozier,2023,121,1.7000000000000002, 0.4394217889733392
Goran Dragić,2023,946,56.5, 4.114913914957591
Bryn Forbes,2023,431,11.599999999999998, 1.6521454826025446
Michael Foster Jr.,2023,1,0.0, 0.003559226339123092
Rudy Gay,2023,1120,60.9, 4.777387071722086
JaMychal Green,2023,544,24.900000000000002, 2.246821574227455
Blake Griffin,2023,765,81.0, 3.88369523206568
Jordan Hall,2023,9,-0.1, 0.029257150462244065
Montrezl Harrell,2023,515,43.0, 2.432997307942559
Udonis Haslem,2023,879,50.89999999999999, 3.7983158476705476
Juancho Hernangómez,2023,339,8.8, 1.2944146307772046
Willy Hernangómez,2023,344,16.3, 1.4295703215431317
George Hill,2023,915,70.99999999999999, 4.237578553468686
Malcolm Hill,2023,24,0.6, 0.09141713614585179
Trevor Hudgins,2023,5,0.0, 0.017195589975486727
Serge Ibaka,2023,919,73.0, 4.282710980097176
Andre Iguodala,2023,1231,100.49999999999999, 5.7794182098752716
Frank Jackson,2023,214,2.5, 0.7690656687156442
Alize Johnson,2023,76,1.2, 0.27813868231621686
Stanley Johnson,2023,449,6.8, 1.6379185677850787
Carlik Jones,2023,12,0.0, 0.04105922633912309
Kai Jones,2023,67,0.7, 0.23958284838636718
Mfiondu Kabengele,2023,55,0.5, 0.19552415117806365
Frank Kaminsky,2023,413,16.0, 1.6600731848215855
Trevor Keels,2023,3,0.0, 0.010377408157304908
Louis King,2023,27,0.4, 0.09849480257391192
Nathan Knight,2023,108,2.1, 0.4014028197535826
Christian Koloko,2023,58,1.7, 0.224649061700612
Anthony Lamb,2023,88,2.6, 0.34109501731979597
Romeo Langford,2023,141,2.0, 0.5123280166039763
Damion Lee,2023,290,10.799999999999999, 1.158865239223876
Meyers Leonard,2023,456,15.900000000000002, 1.8050892907628882
Tyrese Martin,2023,16,0.0, 0.05469558997548673
Mac McClung,2023,4,0.1, 0.015361302216002118
Rodney McGruder,2023,317,9.0, 1.2225642370764171
Chima Moneke,2023,2,0.0, 0.006968317248214001
Raul Neto,2023,435,11.5, 1.6642070430893021
Nerlens Noel,2023,467,28.200000000000003, 2.036290078164463
Kendrick Nunn,2023,193,5.1, 0.7384196415144989
KZ Okpala,2023,98,1.0, 0.34998907601700424
Victor Oladipo,2023,504,25.599999999999998, 2.121481559911063
Theo Pinson,2023,127,0.20000000000000007, 0.4362542871837902
Kevin Porter Jr.,2023,196,4.0, 0.7313240795961022
Davon Reed,2023,122,1.5000000000000002, 0.4396812735832176
Austin Rivers,2023,707,15.200000000000001, 2.649747486897462
Isaiah Roby,2023,151,4.1, 0.5794897918366178
Terrence Ross,2023,733,25.0, 2.8927145591952437
Ricky Rubio,2023,698,42.300000000000004, 3.045837322258951
Jordan Schakel,2023,6,-0.1, 0.019029877734971334
Jay Scrubb,2023,24,0.0, 0.08196831724821399
Chris Silva,2023,70,1.8, 0.2671329557593092
Marko Simonovic,2023,16,0.0, 0.05469558997548673
Xavier Sneed,2023,13,0.1, 0.046043120397820304
Edmond Sumner,2023,161,3.2, 0.5994074725810701
Isaiah Todd,2023,18,-0.4, 0.05521455919524335
Noah Vonleh,2023,362,9.4, 1.3822725405839331
Kemba Walker,2023,750,60.0, 3.501850207011994
John Wall,2023,647,44.400000000000006, 2.9050445520370474
Duane Washington Jr.,2023,79,-0.5, 0.2615943015001825
Joe Wieskamp,2023,38,0.0, 0.12969558997548672
Donovan Williams,2023,2,0.0, 0.006968317248214001
Justise Winslow,2023,344,8.3, 1.3035860695746275
McKinley Wright IV,2023,32,0.5, 0.11711506026897277
Gabe York,2023,5,0.1, 0.018770393125093026
LaMarcus Aldridge,2022,1076,115.5, 5.4872453812881385
Justin Anderson,2022,242,4.9, 0.902331279641753
Carmelo Anthony,2022,1260,108.60000000000001, 6.005856691238031
Trevor Ariza,2022,1118,64.3, 4.824127986871532
D.J. Augustin,2022,976,47.6, 4.0770449517963705
Joel Ayayi,2022,7,0.0, 0.024029561674680712
Lonzo Ball,2022,252,11.4, 1.0387843934570717
Cat Barber,2022,3,-0.1, 0.008818394888710777
Paris Bass,2022,2,0.0, 0.006984107129226168
Kent Bazemore,2022,657,13.499999999999998, 2.452537077780622
Jordan Bell,2022,161,4.9, 0.6261949160053893
DeAndre' Bembry,2022,296,4.4, 1.0785481729846307
Nemanja Bjelica,2022,449,19.9, 1.8442335702645163
Eric Bledsoe,2022,756,45.9, 3.3002732982530634
Keljin Blevins,2022,48,-0.7, 0.15277866690016387
Isaac Bonga,2022,143,1.8, 0.5160123820039577
Avery Bradley,2022,660,17.2, 2.5210320670433277
Ignas Brazdeikis,2022,64,0.5, 0.22622175924089402
Chaundee Brown Jr.,2022,5,0.0, 0.017211379856498895
Shaq Buchanan,2022,2,0.0, 0.006984107129226168
Trey Burke,2022,498,12.9, 1.9010428043375298
Devontae Cacok,2022,36,0.8, 0.13549162323516747
Devin Cannady,2022,13,0.2, 0.047633713428438765
Willie Cauley-Stein,2022,422,23.2, 1.8041566196560697
Ahmad Caver,2022,1,0.0, 0.003575016220135259
Zylan Cheatham,2022,5,-0.1, 0.015636576706892596
Chris Chiozza,2022,91,0.8, 0.3229916232351675
Marquese Chriss,2022,292,6.5, 1.0979826754899993
Gary Clark,2022,170,3.0, 0.6269554743446879
Darren Collison,2022,711,49.699999999999996, 3.2067067270290113
Tyler Cook,2022,65,1.5, 0.24537888164604793
Sharife Cooper,2022,13,-0.2, 0.04133450083001357
Petr Cornelie,2022,13,0.0, 0.044484107129226166
DeMarcus Cousins,2022,654,46.800000000000004, 2.9667192538722467
Jarron Cumberland,2022,3,0.0, 0.010393198038317076
Ed Davis,2022,722,43.2, 3.141844522304602
Gabriel Deck,2022,17,0.6, 0.0675692896632276
Sam Dekker,2022,201,5.300000000000001, 0.7688577649674508
Javin DeLaurier,2022,1,0.0, 0.003575016220135259
Cheick Diallo,2022,183,6.4, 0.7248169632494839
Damyean Dotson,2022,213,3.0, 0.7735463834355969
Sekou Doumbouya,2022,96,-0.4, 0.3211394399853464
Jaime Echenique,2022,1,0.0, 0.003575016220135259
Carsen Edwards,2022,72,0.3, 0.2503448802144087
Rob Edwards,2022,2,0.0, 0.006984107129226168
CJ Elleby,2022,88,0.5, 0.30803994105907584
Wayne Ellington,2022,770,21.099999999999998, 2.9574493898779735
James Ennis III,2022,395,16.099999999999998, 1.6003001414885676
Tacko Fall,2022,37,0.8, 0.13890071414425836
Derrick Favors,2022,790,60.1, 3.6398044364062483
Malik Fitts,2022,18,0.1, 0.06310436482428702
Aleem Ford,2022,5,-0.2, 0.014061773557286297
Melvin Frazier,2022,32,-0.30000000000000004, 0.10453242495313454
Tim Frazier,2022,289,6.4, 1.0861805996131204
Enes Freedom,2022,748,52.800000000000004, 3.38166198830317
Langston Galloway,2022,452,14.5, 1.7694214729130489
Marcus Garrett,2022,12,0.1, 0.04264981936974155
Freddie Gillespie,2022,29,1.0, 0.11477759317074371
Brandon Goodwin,2022,133,0.9999999999999999, 0.4693230477161983
Hassani Gravett,2022,8,0.3, 0.03216306203259051
Kyle Guy,2022,53,0.0, 0.18084774349286253
Tyler Hall,2022,1,0.0, 0.003575016220135259
Maurice Harkless,2022,621,23.0, 2.479416104265947
Jared Harper,2022,16,0.30000000000000004, 0.05943578930531779
Aaron Henry,2022,6,-0.1, 0.019045667615983503
Solomon Hill,2022,448,11.8, 1.7132654242373149
Jaylen Hoard,2022,39,1.3, 0.15359291171047168
Rodney Hood,2022,448,17.5, 1.8030292037648739
Scotty Hopson,2022,4,-0.1, 0.012227485797801687
Dwight Howard,2022,1242,142.00000000000003, 6.4704773068428985
Markus Howard,2022,68,0.0, 0.23198410712922615
Elijah Hughes,2022,54,-0.4, 0.17795762180352823
Feron Hunt,2022,2,0.0, 0.006984107129226168
Chandler Hutchison,2022,103,1.2, 0.3701999267426836
Wes Iwundu,2022,226,4.4, 0.839911809348267
Josh Jackson,2022,291,-1.8, 0.9638649231635854
B.J. Johnson,2022,21,0.1, 0.07333163755155975
David Johnson,2022,2,0.0, 0.006984107129226168
Joe Johnson,2022,1277,83.0, 5.660661630393364
Tyler Johnson,2022,354,16.6, 1.468401429963872
Jemerrio Jones,2022,8,0.30000000000000004, 0.03216306203259052
Georgios Kalaitzakis,2022,13,-0.1, 0.04290930397961987
George King,2022,416,31.299999999999997, 1.9112611293196344
Brandon Knight,2022,451,11.700000000000001, 1.7219178938149813
Arnoldas Kulboka,2022,2,0.0, 0.006984107129226168
Jeremy Lamb,2022,573,26.700000000000003, 2.374047457165017
Jake Layman,2022,243,3.8000000000000007, 0.8884175359051746
Scottie Lewis,2022,2,0.0, 0.006984107129226168
Didi Louzada,2022,12,-0.1, 0.03950021307052895
Gabriel Lundberg,2022,4,0.0, 0.013802288947407986
Timothé Luwawu-Cabarrot,2022,328,4.7, 1.1923634915243586
Kelan Martin,2022,96,0.6000000000000001, 0.3368874714814094
Dakota Mathias,2022,14,0.2, 0.05104280433752967
Cameron McGriff,2022,3,0.1, 0.011968001187923375
Alfonzo McKinnie,2022,182,3.1, 0.669439368403385
JaQuori McLaughlin,2022,4,0.0, 0.013802288947407986
Ben McLemore,2022,556,9.0, 2.037352754230157
C.J. Miles,2022,849,29.999999999999996, 3.366925052011116
Paul Millsap,2022,1085,95.20000000000002, 5.198242160099879
Greg Monroe,2022,646,50.5, 2.9977142431349524
Matt Mooney,2022,5,0.0, 0.017211379856498895
Juwan Morgan,2022,52,0.7, 0.1884622746310157
Jaylen Morris,2022,13,-0.1, 0.04290930397961987
Emmanuel Mudiay,2022,302,-0.10000000000000009, 1.0281365767068926
Mychal Mulder,2022,84,1.1, 0.30385239632035005
Ade Murkey,2022,1,0.0, 0.003575016220135259
Abdel Nader,2022,202,2.8, 0.7328967771363842
RJ Nembhard Jr.,2022,14,0.0, 0.04789319803831707
Malik Newman,2022,2,0.0, 0.006984107129226168
David Nwaba,2022,237,8.000000000000002, 0.9341047227340938
Semi Ojeleye,2022,284,5.2, 1.05023750727239
Cameron Oliver,2022,6,0.4, 0.026919683364015002
Miye Oni,2022,80,1.0, 0.28864122953438004
Daniel Oturu,2022,33,0.4, 0.11896513790946954
Jaysean Paige,2022,1,-0.1, 0.0020002130705289592
Trayvon Palmer,2022,1,0.0, 0.003575016220135259
Kevin Pangos,2022,24,0.1, 0.08355891027883246
Jabari Parker,2022,310,13.700000000000001, 1.2727321386252892
Eric Paschall,2022,158,5.0, 0.6175424464277228
Elfrid Payton,2022,500,15.7, 1.9519554743446879
Norvel Pelle,2022,40,0.5, 0.14440357742271218
Reggie Perry,2022,36,0.4, 0.12919241063674228
Jamorko Pickett,2022,13,0.1, 0.046058910278832466
Yves Pons,2022,12,0.0, 0.04107501622013525
Myles Powell,2022,11,-0.1, 0.03609112216143805
Justin Robinson,2022,43,-0.3, 0.14203242495313453
Rajon Rondo,2022,957,61.7, 4.234319468618131
Tomáš Satoranský,2022,388,17.900000000000002, 1.6047829618178449
Tre Scott,2022,2,0.0, 0.006984107129226168
Wayne Selden,2022,127,0.1, 0.4346952739151961
Deividas Sirvydis,2022,23,-0.1, 0.07700021307052896
Tony Snell,2022,601,18.400000000000002, 2.3387933412022397
Cassius Stanley,2022,33,0.0, 0.11266592531104434
Nik Stauskas,2022,343,3.9000000000000004, 1.230901429963872
Lance Stephenson,2022,554,17.5, 2.16439284012851
Craig Sword,2022,3,0.1, 0.011968001187923375
Keifer Sykes,2022,32,-0.5, 0.10138281865392194
Emanuel Terry,2022,6,0.0, 0.020620470765589802
Tyrell Terry,2022,13,-0.1, 0.04290930397961987
Jon Teske,2022,3,0.0, 0.010393198038317076
Brodric Thomas,2022,44,0.2, 0.15331553161025693
Matt Thomas,2022,126,2.0, 0.4612074428486249
Killian Tillie,2022,54,0.8, 0.19685525959880382
Rayjon Tucker,2022,39,0.8, 0.14571889596244017
Denzel Valentine,2022,256,4.5, 0.9437593397706004
M.J. Walker,2022,2,0.0, 0.006984107129226168
Tyrone Wallace,2022,112,0.09999999999999987, 0.38355891027883243
Derrick Walton,2022,45,0.8, 0.16617344141698565
Brad Wanamaker,2022,191,5.300000000000001, 0.7347668558765418
Tremont Waters,2022,40,0.10000000000000003, 0.138104364824287
Paul Watson,2022,46,0.8, 0.16958253232607653
Quinndary Weatherspoon,2022,42,0.20000000000000004, 0.14649734979207513
Hassan Whiteside,2022,511,52.099999999999994, 2.5626838208013805
Lou Williams,2022,1123,65.8, 4.8647954886610805
Cassius Winston,2022,29,0.1, 0.10060436482428702
Robert Woodard II,2022,25,-0.1, 0.08381839488871079
Moses Wright,2022,4,0.1, 0.015377092097014286
Jaylen Adams,2021,41,0.0, 0.13995610310106615
Ty-Shon Alexander,2021,15,0.0, 0.0513197394647025
Al-Farouq Aminu,2021,711,27.700000000000003, 2.8602674846329204
Kostas Antetokounmpo,2021,22,-0.2, 0.07203376952912627
Dwayne Bacon,2021,207,0.7999999999999999, 0.7184636192070073
Aron Baynes,2021,522,20.1, 2.0962642634446595
Tyler Bey,2021,18,0.0, 0.06154701219197523
Jordan Bone,2021,24,0.1, 0.08357636079612697
Brian Bowen,2021,12,-0.1, 0.03951766358782347
Amida Brimah,2021,5,0.0, 0.017228830373793417
Elijah Bryant,2021,1,0.0, 0.0035924667374297808
Bruno Caboclo,2021,105,1.5, 0.3817599685269788
Quinn Cook,2021,188,4.1, 0.705659395871288
Nate Darling,2021,7,0.0, 0.024047012191975234
Jared Dudley,2021,904,42.8, 3.756017305678017
Henry Ellenson,2021,83,0.3, 0.28786233073170325
Cristiano Felício,2021,252,9.0, 1.001006568383815
Terrance Ferguson,2021,204,4.3999999999999995, 0.7649292598655614
Yogi Ferrell,2021,259,7.7, 1.0043977638025694
Robert Franks,2021,7,0.3, 0.02877142164079413
Marc Gasol,2021,891,85.40000000000002, 4.382565265592119
Donta Hall,2021,22,1.2000000000000002, 0.09408101362361446
Josh Hall,2021,21,-0.9, 0.05760105657279127
Jalen Harris,2021,13,0.3, 0.049225967095339586
Rondae Hollis-Jefferson,2021,305,12.799999999999999, 1.2415309062506725
Ersan İlyasova,2021,825,48.8, 3.581187312836213
Justin James,2021,72,0.2, 0.24878752758209693
Mike James,2021,644,22.7, 2.553118236243514
Rodions Kurucs,2021,131,2.3000000000000003, 0.4829947573601928
T.J. Leaf,2021,146,2.7, 0.5404303335949817
Jalen Lecque,2021,9,-0.1, 0.029290390860550755
Will Magnay,2021,1,0.0, 0.0035924667374297808
Thon Maker,2021,263,6.6, 1.0007112927932638
Karim Mané,2021,10,-0.1, 0.03269948176964166
Nico Mannion,2021,30,0.2, 0.10560570940027873
Jeremiah Martin,2021,18,0.10000000000000003, 0.06312181534158154
Frank Mason III,2021,103,1.2, 0.3702173772599781
Patrick McCaw,2021,199,4.3, 0.7463090021705006
Sean McDermott,2021,18,0.2, 0.06469661849118784
Nicolò Melli,2021,105,2.4, 0.3959331968734355
Darius Miller,2021,271,6.4, 1.0248344137667784
Adam Mokoka,2021,25,0.1, 0.0869854517052179
E'Twaun Moore,2021,598,14.8, 2.2718906056064347
James Nunnally,2021,37,0.0, 0.1263197394647025
Jahlil Okafor,2021,247,7.1, 0.9540398539958405
Anžejs Pasečņiks,2021,28,0.4, 0.10193713388130951
Patrick Patterson,2021,719,31.699999999999996, 2.950532337889899
Justin Patton,2021,22,0.4, 0.08148258842676406
Vincent Poirier,2021,32,0.19999999999999998, 0.11242389121846055
Chasson Randle,2021,119,1.2999999999999998, 0.42633763495503896
JJ Redick,2021,940,63.7, 4.207878436673006
Cameron Reynolds,2021,24,0.4, 0.08830077024494587
Grant Riller,2021,7,0.1, 0.025621815341581533
Andre Roberson,2021,307,12.600000000000001, 1.245199481769642
Glenn Robinson III,2021,304,7.899999999999999, 1.160956461010873
JaKarr Sampson,2021,236,3.5, 0.8598469406100138
Mike Scott,2021,555,16.9, 2.158370562657258
Iman Shumpert,2021,461,12.9, 1.7749238912184606
Alen Smailagić,2021,29,0.2, 0.10219661849118783
Ray Spalding,2021,16,0.1, 0.05630363352339971
Jeff Teague,2021,826,52.50000000000001, 3.6428641202807373
Khyri Thomas,2021,39,0.5, 0.1410119370309158
Sindarius Thornwell,2021,160,1.1, 0.5629607559285535
Anthony Tolliver,2021,730,25.999999999999996, 2.89826855836234
Axel Toupane,2021,33,0.5, 0.12055739157637035
